HouseDescription,Address,Cost
For Sale Residential 99 sqm. ,"Silang, Cavite",â‚± 4.45 million
For Sale Residential 88 sqm. ,"Bacoor, Cavite",â‚± 6.86 million
For Sale Residential 88 sqm. ,"Bacoor, Cavite",₱ 6.86 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal",₱ 3.20 million
"For Sale Agricultural Farm 820,000 sqm. ","Palayan, Nueva Ecija",₱ 246 million
"For Sale Agricultural Farm 30,000 sqm. ","Cuyapo, Nueva Ecija",₱ 12.0 million
For Sale Residential 150 sqm. ,"San Jose del Monte, Bulacan",₱ 2.48 million
"For Sale Agricultural Farm 1,000 sqm. ","Indang, Cavite",₱ 2.50 million
"For Sale Agricultural Farm 1,000 sqm. ","Manolo Fortich, Bukidnon","₱ 750,000"
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 379,800"
"For Sale Residential Farm 1,000 sqm. ","General Emilio Aguinaldo, Cavite",₱ 2.00 million
For Sale Residential 150 sqm. ,"Alfonso, Cavite","₱ 525,000"
For Sale Residential 451 sqm. ,"Nasugbu, Batangas",₱ 16.0 million
For Sale Residential 120 sqm. ,"Pililla, Rizal","₱ 960,000"
"For Sale Agricultural Farm 170,000 sqm. ","Lian, Batangas",₱ 81.6 million
"For Sale Residential 1,659 sqm. ","Angeles, Pampanga",₱ 33.2 million
"For Sale Commercial 2,000 sqm. ","Baras, Rizal",₱ 11.2 million
"For Sale Residential Farm 1,000 sqm. ","Claveria, Misamis Oriental",₱ 1.00 million
For Sale Residential Farm 255 sqm. ,"Cavite City, Cavite",₱ 1.15 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
For Sale Residential 120 sqm. ,"Lipa, Batangas",₱ 1.02 million
"For Sale Others 61,000 sqm. ","Tarlac City, Tarlac",₱ 40.0 million
For Sale Residential 120 sqm. ,"Dasmariñas, Cavite","₱ 840,000"
"For Sale Residential Farm 31,000 sqm. ","Lipa, Batangas",₱ 52.5 million
"For Sale Agricultural Farm 55,000 sqm. ","Alubijid, Misamis Oriental",₱ 2.75 million
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 975,000"
For Sale Residential 150 sqm. ,"Indang, Cavite","₱ 577,500"
For Sale Residential 100 sqm. ,"Indang, Cavite","₱ 550,000"
For Sale Residential 300 sqm. ,"Mendez (Mendez-Nuñez), Cavite",₱ 1.80 million
For Sale Residential 500 sqm. ,"Sablan, Benguet",₱ 1.25 million
"For Sale Others 3,000 sqm. ","San Juan, Batangas",₱ 5.00 million
For Sale Residential 120 sqm. ,"Nasugbu, Batangas","₱ 600,000"
For Sale Residential 90 sqm. ,"Calamba, Laguna",₱ 2.41 million
For Sale Residential 100 sqm. ,"Magdalena, Laguna","₱ 450,000"
For Sale Residential Farm 288 sqm. ,"Alfonso, Cavite",₱ 1.73 million
For Sale Residential Farm 250 sqm. ,"Calaca, Batangas","₱ 950,000"
For Sale Residential 100 sqm. ,"Norzagaray, Bulacan","₱ 250,000"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 1.75 million
For Sale Residential 940 sqm. ,"Talisay, Batangas",₱ 15.0 million
"For Sale Agricultural Farm 22,000 sqm. ","Santa Maria, Bulacan",₱ 22.0 million
"For Sale Agricultural Farm 18,920 sqm. ","Dolores, Quezon",₱ 10.0 million
For Sale Commercial 80 sqm. ,"General Trias, Cavite",₱ 1.04 million
For Sale Residential 120 sqm. ,"Baras, Rizal","₱ 492,000"
For Sale Residential Farm 273 sqm. ,"Tiaong, Quezon",₱ 3.80 million
For Sale Residential 120 sqm. ,"Santa Rosa, Laguna",₱ 2.40 million
"For Sale Agricultural Farm 6,676 sqm. ","Malinao, Albay",₱ 1.50 million
For Sale Residential 100 sqm. ,"Silang, Cavite",₱ 1.55 million
For Sale Residential 120 sqm. ,"San Mateo, Rizal",₱ 1.50 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 320,000"
For Sale Residential 300 sqm. ,"Antipolo, Rizal",₱ 8.00 million
For Sale Residential 150 sqm. ,"Indang, Cavite","₱ 577,500"
"For Sale Commercial 5,000 sqm. ","San Fernando, Pampanga",₱ 150 million
"For Sale Residential Farm 21,000 sqm. ","Bongabong, Oriental Mindoro",₱ 20.0 million
For Sale Residential 101 sqm. ,"Oton, Iloilo",₱ 2.84 million
"For Sale Agricultural Farm 20,000 sqm. ","Samal, Davao del Norte",₱ 10.0 million
"For Sale Residential Farm 2,400 sqm. ","Lipa, Batangas",₱ 13.2 million
"For Sale Commercial 4,000 sqm. ","Binangonan, Rizal",₱ 25.0 million
"For Sale Agricultural Farm 15,000 sqm. ","Tanay, Rizal",₱ 12.7 million
For Sale Agricultural Farm 500 sqm. ,"Indang, Cavite",₱ 2.75 million
"For Sale Agricultural Farm 400,000 sqm. ","Echague, Isabela",₱ 32.0 million
"For Sale Agricultural Farm 10,842,962 sqm. ","San Pablo, Isabela",₱ 325 million
"For Sale Agricultural Farm 101,572 sqm. ","Tarlac City, Tarlac",₱ 69.1 million
"For Sale Agricultural Farm 50,000 sqm. ","Nabunturan, Davao de Oro (Compostela Valley)",₱ 35.0 million
"For Sale Residential Farm 1,000,000 sqm. ","Quezon, Isabela",₱ 60.0 million
"For Sale Residential Farm 50,000 sqm. ","Indang, Cavite",₱ 45.0 million
"For Sale Residential Farm 6,429 sqm. ","Cebu City, Cebu",₱ 2.89 million
"For Sale Residential 100,000 sqm. ","Cagayan de Oro, Misamis Oriental",₱ 120 million
For Sale Residential 150 sqm. ,"San Rafael, Bulacan",₱ 1.68 million
"For Sale Residential 30,000 sqm. ","Kawit, Cavite",₱ 210 million
"For Sale Commercial 4,003 sqm. ","Santa Barbara, Pangasinan",₱ 14.0 million
For Sale Residential 72 sqm. ,"Malolos, Bulacan","₱ 580,000"
For Sale Residential 107 sqm. ,"San Jose del Monte, Bulacan","₱ 963,000"
"For Sale Raw Land 9,600 sqm. ","Alfonso, Cavite",₱ 24.0 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 577,500"
For Sale Residential 144 sqm. ,"Santa Rosa, Laguna",₱ 2.75 million
"For Sale Agricultural Farm 1,187 sqm. ","Indang, Cavite",₱ 3.56 million
For Sale Residential 37 sqm. ,"Pandi, Bulacan","₱ 364,150"
For Sale Residential 45 sqm. ,"San Jose del Monte, Bulacan","₱ 650,700"
"For Sale Commercial 3,361 sqm. ","San Jose, Nueva Ecija",₱ 8.40 million
"For Sale Residential Farm 11,560 sqm. ","Masinloc, Zambales",₱ 7.00 million
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",₱ 1.05 million
"For Sale Residential 23,000 sqm. ","Lipa, Batangas",₱ 130 million
"For Sale Residential Farm 2,000 sqm. ","Padre Garcia, Batangas",₱ 4.00 million
For Sale Residential 120 sqm. ,"Pililla, Rizal","₱ 780,000"
"For Sale Commercial 3,038 sqm. ","Makati, Metro Manila",₱ 912 million
For Sale Residential 460 sqm. ,"Cainta, Rizal",₱ 6.90 million
"For Sale Residential Farm 30,000 sqm. ","Tanay, Rizal",₱ 510 million
For Sale Residential 120 sqm. ,"Plaridel, Bulacan",₱ 1.80 million
For Sale Agricultural Farm 620 sqm. ,"Ligao, Albay","₱ 400,000"
For Sale Agricultural Farm 50 sqm. ,"Pililla, Rizal","₱ 358,000"
"For Sale Agricultural Farm 18,000 sqm. ","San Pablo, Laguna",₱ 6.50 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 500,000"
"For Sale Residential Farm 5,405 sqm. ","Santa Rita, Pampanga",₱ 17.8 million
"For Sale Agricultural Farm 15,000 sqm. ","Tiaong, Quezon",₱ 5.00 million
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",₱ 1.35 million
"For Sale Agricultural Farm 41,625 sqm. ","Lucban, Quezon",₱ 24.0 million
"For Sale Residential Farm 1,000 sqm. ","Angono, Rizal",₱ 15.0 million
For Sale Commercial 238 sqm. ,"Makati, Metro Manila",₱ 48.0 million
"For Sale Agricultural Farm 44,689 sqm. ","San Ildefonso, Bulacan",₱ 22.3 million
"For Sale Residential Farm 4,200 sqm. ","Mendez (Mendez-Nuñez), Cavite",₱ 42.0 million
For Sale Residential 566 sqm. ,"Nuvali, Calamba, Laguna",₱ 29.2 million
"For Sale Residential Farm 36,312 sqm. ","Tanay, Rizal",₱ 120 million
"For Sale Others 2,000 sqm. ","Lumban, Laguna",₱ 10.0 million
"For Sale Agricultural Farm 46,000 sqm. ","San Pablo, Laguna",₱ 32.2 million
For Sale Residential 396 sqm. ,"Antipolo, Rizal",₱ 7.13 million
For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon","₱ 200,000"
"For Sale Residential Farm 10,000 sqm. ","General Emilio Aguinaldo, Cavite",₱ 7.00 million
"For Sale Agricultural Farm 41,621 sqm. ","San Antonio, Zambales",₱ 70.0 million
"For Sale Agricultural Farm 24,100 sqm. ","Surallah, South Cotabato",₱ 1.80 million
For Sale Residential 72 sqm. ,"Malolos, Bulacan","₱ 701,600"
For Sale Residential Farm 692 sqm. ,"Silang, Cavite",₱ 2.77 million
"For Sale Residential Farm 1,000 sqm. ","Indang, Cavite",₱ 4.00 million
"For Sale Commercial 83,330 sqm. ","Bauang, La Union",₱ 1.67 billion
For Sale Residential 500 sqm. ,"Tagaytay, Cavite",₱ 2.25 million
"For Sale Agro-Industrial Farm 10,000 sqm. ","Pantabangan, Nueva Ecija",₱ 1.00 million
For Sale Residential 200 sqm. ,"Mariveles, Bataan",₱ 4.00 million
"For Sale Agricultural Farm 50,000 sqm. ","Cagayan de Oro, Misamis Oriental",₱ 425 million
For Sale Residential 274 sqm. ,"Calatagan, Batangas",₱ 4.11 million
For Sale Residential 414 sqm. ,"Cagayan de Oro, Misamis Oriental",₱ 6.21 million
For Sale Residential 132 sqm. ,"Lipa, Batangas",₱ 2.64 million
For Sale Residential 413 sqm. ,"Laurel, Batangas",₱ 4.96 million
For Sale Residential 300 sqm. ,"Antipolo, Rizal",₱ 6.75 million
For Sale Residential Farm 120 sqm. ,"Dasmariñas, Cavite","₱ 780,000"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
"For Sale Agricultural Farm 8,838 sqm. ","Dolores, Quezon",₱ 8.50 million
For Sale Agricultural Farm 729 sqm. ,"Indang, Cavite",₱ 1.82 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 577,500"
For Sale Residential 150 sqm. ,"Baras, Rizal",₱ 1.43 million
For Sale Residential 119 sqm. ,"Magdalena, Laguna","₱ 535,500"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
For Sale Residential 500 sqm. ,"Butuan, Agusan del Norte","₱ 980,000"
For Sale Residential 192 sqm. ,"Malolos, Bulacan",₱ 1.60 million
For Sale Residential 311 sqm. ,"Binangonan, Rizal",₱ 3.65 million
For Sale Residential 168 sqm. ,"Biñan, Laguna",₱ 6.10 million
"For Sale Residential 1,613 sqm. ","Silang, Cavite",₱ 5.00 million
For Sale Residential 80 sqm. ,"Naic, Cavite","₱ 400,000"
For Sale Residential 553 sqm. ,"Santa Maria, Bulacan",₱ 5.00 million
"For Sale Agricultural Farm 17,000 sqm. ","Santa Maria, Laguna",₱ 6.50 million
For Sale Agricultural Farm 243 sqm. ,"Magallanes, Cavite","₱ 923,400"
"For Sale Agricultural Farm 15,000 sqm. ","Cagayan de Oro, Misamis Oriental",₱ 5.25 million
For Sale Residential Farm 750 sqm. ,"Calamba, Laguna",₱ 5.85 million
For Sale Residential 280 sqm. ,"Butuan, Agusan del Norte",₱ 1.00 million
For Sale Residential 120 sqm. ,"Baliuag, Bulacan","₱ 980,000"
"For Sale Residential Farm 1,000 sqm. ","General Emilio Aguinaldo, Cavite",₱ 2.00 million
For Sale Residential 120 sqm. ,"Silang, Cavite","₱ 780,000"
For Sale Residential 120 sqm. ,"Silang, Cavite","₱ 756,000"
For Sale Residential Farm 120 sqm. ,"Silang, Cavite","₱ 756,000"
For Sale Residential 661 sqm. ,"Pagsanjan, Laguna",₱ 2.50 million
"For Sale Residential Farm 1,527 sqm. ","Tagaytay, Cavite",₱ 9.90 million
For Sale Residential Farm 350 sqm. ,"Magallanes, Cavite","₱ 980,000"
For Sale Agricultural Farm 250 sqm. ,"Indang, Cavite",₱ 1.08 million
For Sale Residential Farm 120 sqm. ,"Indang, Cavite","₱ 540,000"
For Sale Residential 391 sqm. ,"Nasugbu, Batangas",₱ 7.90 million
For Sale Residential 772 sqm. ,"Mangaldan, Pangasinan","₱ 800,000"
For Sale Residential 222 sqm. ,"San Juan, Batangas",₱ 3.20 million
For Sale Agricultural Farm 350 sqm. ,"Magallanes, Cavite",₱ 1.23 million
"For Sale Agricultural Farm 10,881 sqm. ","Baungon, Bukidnon",₱ 1.30 million
"For Sale Agricultural Farm 60,900 sqm. ","Taysan, Batangas",₱ 13.0 million
For Sale Residential 50 sqm. ,"Lucban, Quezon","₱ 375,000"
For Sale Residential Farm 250 sqm. ,"General Emilio Aguinaldo, Cavite","₱ 700,000"
For Sale Residential Farm 100 sqm. ,"Tayabas, Quezon","₱ 250,000"
For Sale Others 500 sqm. ,"Tayabas, Quezon","₱ 750,000"
"For Sale Residential Farm 9,000 sqm. ","Carcar, Cebu",₱ 18.0 million
For Sale Residential 600 sqm. ,"Santa Rosa, Laguna",₱ 20.0 million
For Sale Residential 50 sqm. ,"Tanay, Rizal","₱ 247,500"
"For Sale Agricultural Farm 1,967 sqm. ","Indang, Cavite",₱ 3.54 million
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 260,000"
"For Sale Raw Land 5,002 sqm. ","Butuan, Agusan del Norte",₱ 1.20 million
"For Sale Residential Farm 10,000 sqm. ","San Jose del Monte, Bulacan",₱ 60.0 million
For Sale Commercial 365 sqm. ,"Naga, Camarines Sur",₱ 9.00 million
For Sale Residential 123 sqm. ,"Malolos, Bulacan",₱ 1.45 million
For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon","₱ 250,000"
For Sale Residential 250 sqm. ,"Magallanes, Cavite","₱ 875,000"
For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon","₱ 250,000"
For Sale Residential 262 sqm. ,"Santa Rosa, Laguna",₱ 16.5 million
"For Sale Agricultural Farm 20,000 sqm. ","Morong, Rizal",₱ 50.0 million
"For Sale Residential Farm 12,000 sqm. ","Norzagaray, Bulacan",₱ 9.60 million
For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite","₱ 840,000"
For Sale Residential Farm 400 sqm. ,"Indang, Cavite",₱ 1.20 million
"For Sale Residential Farm 23,133 sqm. ","Pandi, Bulacan",₱ 60.0 million
"For Sale Agricultural Farm 22,000 sqm. ","San Pablo, Laguna",₱ 26.4 million
"For Sale Residential 3,048 sqm. ","Baliuag, Bulacan",₱ 36.0 million
"For Sale Residential Farm 2,644 sqm. ","Santa Cruz, Laguna",₱ 10.6 million
For Sale Residential 143 sqm. ,"Calamba, Laguna",₱ 1.43 million
"For Sale Raw Land 33,403 sqm. ","Ligao, Albay",₱ 6.50 million
For Sale Residential 429 sqm. ,"Biñan, Laguna",₱ 15.0 million
"For Sale Commercial 1,700 sqm. ","Biñan, Laguna",₱ 148 million
"For Sale Residential Farm 70,000 sqm. ","Cavinti, Laguna",₱ 56.0 million
For Sale Memorial Lot 2 sqm. ,"General Santos (Dadiangas), South Cotabato","₱ 26,400"
"For Sale Agricultural Farm 280,000 sqm. ","Rosario, Batangas",₱ 25.2 million
"For Sale Agricultural Farm 63,000 sqm. ","Alegria, Surigao del Norte",₱ 63.0 million
"For Sale Agricultural Farm 17,000 sqm. ","San Pablo, Laguna",₱ 11.9 million
For Sale Residential Farm 350 sqm. ,"Magallanes, Cavite","₱ 980,000"
For Sale Residential 912 sqm. ,"Angono, Rizal",₱ 7.08 million
"For Sale Raw Land 140,000 sqm. ","Baras, Rizal",₱ 119 million
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 900,000"
"For Sale Residential Farm 2,600 sqm. ","Dasmariñas, Cavite","₱ 660,000"
"For Sale Others 1,369 sqm. ","Lingayen, Pangasinan",₱ 2.00 million
For Sale Residential 280 sqm. ,"Trece Martires, Cavite",₱ 10.0 million
"For Sale Residential Farm 1,106 sqm. ","Indang, Cavite",₱ 3.87 million
For Sale Residential 250 sqm. ,"Amadeo, Cavite",₱ 1.55 million
For Sale Residential 700 sqm. ,"Antipolo, Rizal",₱ 10.8 million
For Sale Residential 120 sqm. ,"Indang, Cavite","₱ 540,000"
"For Sale Residential Farm 13,275 sqm. ","Santa Ana, Pampanga",₱ 10.0 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 260,000"
For Sale Residential Farm 120 sqm. ,"Indang, Cavite","₱ 540,000"
"For Sale Agricultural Farm 1,907 sqm. ","Baras, Rizal",₱ 12.4 million
"For Sale Agricultural Farm 7,535 sqm. ","Indang, Cavite",₱ 13.6 million
"For Sale Raw Land 2,000 sqm. ","Alfonso, Cavite",₱ 7.00 million
For Sale Residential 502 sqm. ,"Tagaytay, Cavite",₱ 8.03 million
"For Sale Residential Farm 4,449 sqm. ","Silang, Cavite",₱ 12.5 million
"For Sale Residential Farm 11,436 sqm. ","Alfonso, Cavite",₱ 80.1 million
For Sale Residential 66 sqm. ,"Baras, Rizal","₱ 231,000"
For Sale Agricultural Farm 100 sqm. ,"San Juan, Batangas","₱ 750,000"
"For Sale Raw Land 24,000 sqm. ","Tanay, Rizal",₱ 28.8 million
"For Sale Raw Land 10,000 sqm. ","Tanay, Rizal",₱ 18.0 million
For Sale Residential 96 sqm. ,"Tayabas, Quezon","₱ 800,000"
"For Sale Agricultural Farm 49,000 sqm. ","San Luis, Batangas",₱ 95.0 million
For Sale Residential Farm 100 sqm. ,"Tayabas, Quezon","₱ 250,000"
"For Sale Residential 4,763 sqm. ","Tagaytay, Cavite",₱ 31.0 million
For Sale Residential 100 sqm. ,"Calatagan, Batangas","₱ 550,000"
For Sale Agricultural Farm 500 sqm. ,"Tiaong, Quezon","₱ 300,000"
For Sale Agricultural Farm 80 sqm. ,"Morong, Rizal","₱ 308,000"
For Sale Agricultural Farm 500 sqm. ,"Indang, Cavite",₱ 1.00 million
"For Sale Agricultural Farm 13,378 sqm. ","Alfonso, Cavite",₱ 21.4 million
For Sale Residential Farm 300 sqm. ,"Indang, Cavite","₱ 840,000"
For Sale Residential 167 sqm. ,"Taytay, Rizal",₱ 4.94 million
"For Sale Agricultural Farm 50,000 sqm. ","Tarlac City, Tarlac",₱ 37.5 million
"For Sale Residential Farm 3,637 sqm. ","Antipolo, Rizal",₱ 21.8 million
"For Sale Industrial 20,268 sqm. ","Calamba, Laguna",₱ 70.9 million
For Sale Residential 737 sqm. ,"Antipolo, Rizal",₱ 5.00 million
For Sale Agricultural Farm 300 sqm. ,"Pililla, Rizal","₱ 869,700"
For Sale Residential Farm 300 sqm. ,"Carmen, Davao del Norte",₱ 3.50 million
"For Sale Agricultural Farm 8,000 sqm. ","Floridablanca, Pampanga",₱ 2.50 million
For Sale Residential Farm 808 sqm. ,"Alfonso, Cavite",₱ 3.72 million
"For Sale Agricultural Farm 31,000 sqm. ","Abucay, Bataan",₱ 60.0 million
For Sale Residential 154 sqm. ,"Santa Maria, Bulacan",₱ 3.08 million
"For Sale Agricultural Farm 15,731 sqm. ","San Jose del Monte, Bulacan",₱ 32.5 million
For Sale Residential Farm 300 sqm. ,"General Emilio Aguinaldo, Cavite","₱ 840,000"
For Sale Residential 350 sqm. ,"Magallanes, Cavite",₱ 1.33 million
For Sale Residential 154 sqm. ,"Cabanatuan, Nueva Ecija",₱ 6.49 million
For Sale Residential 125 sqm. ,"Lipa, Batangas",₱ 1.13 million
For Sale Residential 450 sqm. ,"Tanza, Cavite",₱ 19.5 million
"For Sale Agricultural Farm 2,407 sqm. ","Indang, Cavite",₱ 6.02 million
For Sale Agricultural Farm 750 sqm. ,"Pililla, Rizal",₱ 4.13 million
For Sale Residential 302 sqm. ,"Iriga, Camarines Sur","₱ 498,300"
For Sale Residential 70 sqm. ,"General Trias, Cavite","₱ 878,600"
For Sale Residential 176 sqm. ,"Silang, Cavite",₱ 2.20 million
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 379,800"
For Sale Residential Farm 118 sqm. ,"Balayan, Batangas","₱ 212,400"
For Sale Agricultural Farm 80 sqm. ,"Morong, Rizal","₱ 308,000"
For Sale Residential 300 sqm. ,"Amadeo, Cavite",₱ 1.05 million
For Sale Agricultural Farm 300 sqm. ,"Pililla, Rizal","₱ 869,700"
"For Sale Agricultural Farm 18,433 sqm. ","Calbayog, Samar",₱ 82.9 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 260,000"
For Sale Agricultural Farm 300 sqm. ,"Pililla, Rizal","₱ 869,700"
"For Sale Commercial 8,800 sqm. ","Baras, Rizal",₱ 70.4 million
For Sale Residential 714 sqm. ,"Nasugbu, Batangas",₱ 17.9 million
"For Sale Agricultural Farm 20,000 sqm. ","Doña Remedios Trinidad, Bulacan",₱ 3.00 million
For Sale Residential 154 sqm. ,"Cabanatuan, Nueva Ecija",₱ 5.58 million
"For Sale Agricultural Farm 75,000 sqm. ","Pantabangan, Nueva Ecija",₱ 15.0 million
For Sale Residential 108 sqm. ,"Silang, Cavite",₱ 1.80 million
For Sale Agricultural Farm 100 sqm. ,"Teresa, Rizal","₱ 350,000"
For Sale Agricultural Farm 108 sqm. ,"Silang, Cavite",₱ 2.73 million
For Sale Residential 271 sqm. ,"Tagaytay, Cavite",₱ 3.82 million
For Sale Residential 354 sqm. ,"Antipolo, Rizal",₱ 17.3 million
"For Sale Agricultural Farm 80,230 sqm. ","Pantabangan, Nueva Ecija",₱ 16.0 million
"For Sale Agricultural Farm 300,000 sqm. ","Santa Rosa, Nueva Ecija",₱ 105 million
For Sale Residential 142 sqm. ,"Oton, Iloilo",₱ 4.79 million
For Sale Residential 150 sqm. ,"Baras, Rizal",₱ 1.01 million
"For Sale Agricultural Farm 500,000 sqm. ","Santa Rosa, Nueva Ecija",₱ 10.0 million
"For Sale Residential 80,000 sqm. ","Santa Rosa, Laguna",₱ 250 million
For Sale Residential 449 sqm. ,"Liloan, Cebu",₱ 1.80 million
For Sale Residential 300 sqm. ,"Amadeo, Cavite",₱ 1.05 million
For Sale Agricultural Farm 100 sqm. ,"Teresa, Rizal","₱ 350,000"
"For Sale Agricultural Farm 23,000 sqm. ","Ligao, Albay",₱ 1.85 million
"For Sale Agricultural Farm 1,535 sqm. ","Tanza, Cavite",₱ 8.54 million
"For Sale Agricultural Farm 1,000 sqm. ","Amadeo, Cavite",₱ 5.50 million
For Sale Residential 420 sqm. ,"Amadeo, Cavite",₱ 1.52 million
For Sale Agricultural Farm 500 sqm. ,"Alfonso, Cavite",₱ 1.95 million
For Sale Residential 105 sqm. ,"Cavite Economic Zone, General Trias, Cavite",₱ 2.50 million
"For Sale Agricultural Farm 12,000 sqm. ","Allen, Northern Samar",₱ 1.00 million
For Sale Residential 100 sqm. ,"Calamba, Laguna","₱ 300,000"
For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite","₱ 840,000"
For Sale Residential 132 sqm. ,"Lipa, Batangas",₱ 3.06 million
For Sale Residential 305 sqm. ,"Tagaytay, Cavite",₱ 15.0 million
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 399,800"
For Sale Residential 271 sqm. ,"Laurel, Batangas",₱ 3.79 million
For Sale Agricultural Farm 100 sqm. ,"Teresa, Rizal","₱ 350,000"
For Sale Agricultural Farm 809 sqm. ,"Morong, Rizal",₱ 3.72 million
"For Sale Commercial 35,541 sqm. ","Rosales, Pangasinan",₱ 569 million
"For Sale Agricultural Farm 10,000 sqm. ","Ormoc, Leyte",₱ 6.00 million
For Sale Residential 150 sqm. ,"Calatagan, Batangas","₱ 907,500"
"For Sale Agricultural Farm 1,288 sqm. ","Lipa, Batangas",₱ 11.7 million
For Sale Residential 500 sqm. ,"Oslob, Cebu",₱ 1.80 million
For Sale Residential 399 sqm. ,"San Jose del Monte, Bulacan",₱ 1.66 million
For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite",₱ 1.35 million
"For Sale Agricultural Farm 53,227 sqm. ","Naujan, Oriental Mindoro",₱ 8.05 million
For Sale Residential 110 sqm. ,"Baliuag, Bulacan",₱ 2.79 million
"For Sale Commercial 2,000 sqm. ","Nasugbu, Batangas",₱ 7.00 million
For Sale Residential 100 sqm. ,"Pililla, Rizal","₱ 379,800"
"For Sale Residential Farm 2,000 sqm. ","Tagaytay, Cavite",₱ 23.0 million
"For Sale Agricultural Farm 66,800 sqm. ","San Ildefonso, Bulacan",₱ 15.5 million
For Sale Residential 204 sqm. ,"Binangonan, Rizal",₱ 2.24 million
For Sale Residential 420 sqm. ,"Binangonan, Rizal",₱ 7.53 million
For Sale Residential 90 sqm. ,"Calamba, Laguna",₱ 1.85 million
For Sale Residential 280 sqm. ,"Binangonan, Rizal",₱ 4.20 million
For Sale Residential 500 sqm. ,"Baras, Rizal",₱ 2.30 million
For Sale Residential 143 sqm. ,"Calamba, Laguna",₱ 1.57 million
For Sale Residential 110 sqm. ,"Batangas City, Batangas",₱ 2.66 million
"For Sale Commercial 50,001 sqm. ","Puerto Galera, Oriental Mindoro",₱ 155 million
For Sale Residential 576 sqm. ,"Calamba, Laguna",₱ 16.5 million
"For Sale Agricultural Farm 37,000 sqm. ","Padre Garcia, Batangas",₱ 25.9 million
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 450,000"
"For Sale Agricultural Farm 32,744 sqm. ","Oton, Iloilo",₱ 42.6 million
For Sale Residential 180 sqm. ,"Angono, Rizal",₱ 2.12 million
"For Sale Agricultural Farm 37,000 sqm. ","Cavinti, Laguna",₱ 15.0 million
For Sale Residential 595 sqm. ,"General Trias, Cavite",₱ 6.25 million
"For Sale Agricultural Farm 20,000 sqm. ","Balungao, Pangasinan",₱ 3.00 million
"For Sale Agricultural Farm 6,600 sqm. ","Concepcion, Tarlac",₱ 7.00 million
"For Sale Agricultural Farm 20,000 sqm. ","Balungao, Pangasinan",₱ 3.40 million
"For Sale Commercial 8,096 sqm. ","Guiguinto, Bulacan",₱ 162 million
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 379,800"
"For Sale Agricultural Farm 25,000 sqm. ","Balungao, Pangasinan",₱ 3.20 million
"For Sale Agricultural Farm 1,274 sqm. ","Sariaya, Quezon",₱ 6.80 million
For Sale Residential 100 sqm. ,"Lipa, Batangas","₱ 918,000"
For Sale Residential 54 sqm. ,"Calamba, Laguna","₱ 483,840"
"For Sale Commercial 2,100 sqm. ","Antipolo, Rizal",₱ 94.5 million
"For Sale Agricultural Farm 1,900 sqm. ","Calatagan, Batangas",₱ 28.0 million
For Sale Residential 153 sqm. ,"Malolos, Bulacan",₱ 1.44 million
"For Sale Agricultural Farm 31,286 sqm. ","San Rafael, Bulacan",₱ 45.0 million
"For Sale Agricultural Farm 95,000 sqm. ","Aborlan, Palawan",₱ 200 million
For Sale Agricultural Farm 500 sqm. ,"Tanay, Rizal",₱ 2.48 million
"For Sale Commercial 33,865 sqm. ","Nasugbu, Batangas",₱ 67.0 million
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 399,800"
For Sale Residential 240 sqm. ,"Tagaytay, Cavite",₱ 2.98 million
For Sale Residential 250 sqm. ,"Laurel, Batangas",₱ 6.38 million
For Sale Residential 200 sqm. ,"Bagac, Bataan",₱ 2.24 million
"For Sale Agricultural Farm 20,000 sqm. ","Alaminos, Pangasinan",₱ 3.50 million
