Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
Germany,Microsoft SQL Server,6,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,60000
Netherlands,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,37619
United Kingdom,Microsoft SQL Server,18,Full time employee,Other,40,Private business,81000
France,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,59000
United Kingdom,Microsoft SQL Server,18,Full time employee,"Developer: App code (C#, JS, etc)",37,Private business,60750
United Kingdom,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",38,Private business,60000
United Kingdom,Microsoft SQL Server,11,Full time employee,Manager,45,Private business,62500
United Kingdom,Microsoft SQL Server,17,Full time employee,Manager,40,Private business,65000
United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,35,Local government,38000
Netherlands,Microsoft SQL Server,15,Full time employee,DBA,45,Federal government,53300
United Kingdom,Oracle,10,Full time employee,DBA,37,Private business,103000
Czech Republic,Microsoft SQL Server,5,Full time employee,DBA,45,Private business,46000
India,MySQL/MariaDB,5,Full time employee,DBA,45,Private business,10000
United Kingdom,Microsoft SQL Server,16,Full time employee,DBA,50,Private business,54000
United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,42500
United Kingdom,Microsoft SQL Server,15,Full time employee,Engineer,55,Private business,63000
Netherlands,Microsoft SQL Server,1,Full time employee,Analyst,36,Private business,50000
Switzerland,Oracle,17,Full time employee of a consulting/contracting company,DBA,44,Private business,134000
Germany,Microsoft SQL Server,4,Full time employee,Other,45,Private business,30000
South Africa,Microsoft SQL Server,10,Independent or freelancer or company owner,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,73000
United Kingdom,Microsoft SQL Server,8,Full time employee,Manager,45,Private business,48000
Sweden,Microsoft SQL Server,17,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Local government,66000
United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,70000
Poland,Microsoft SQL Server,11,Full time employee,"Developer: App code (C#, JS, etc)",43,Private business,40300
Germany,Microsoft SQL Server,13,Full time employee,DBA,45,Private business,60000
Romania,Microsoft SQL Server,8,Full time employee,DBA,40,Private business,35000
United Kingdom,Microsoft SQL Server,6,Full time employee,DBA,35,Private business,48699
South Africa,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,DBA,40,Private business,55000
United Kingdom,Microsoft SQL Server,8,Full time employee,DBA,35,Private business,54786
United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,121000
United States,Microsoft SQL Server,5,Full time employee,Manager,42,Private business,56000
United States,Microsoft SQL Server,12,Full time employee,DBA,43,Private business,100000
Belgium,Microsoft SQL Server,8,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,64000
United States,Microsoft SQL Server,12,Full time employee,Other,40,Private business,139000
United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,117000
Netherlands,Microsoft SQL Server,5,Full time employee,DBA,38,Private business,55000
United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,48,Private business,57000
United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,51101
United States,Microsoft SQL Server,14,Full time employee,"Developer: App code (C#, JS, etc)",60,Private business,89000
United Kingdom,Microsoft SQL Server,11,Full time employee,DBA,38,Private business,66900
Canada,Microsoft SQL Server,15,Full time employee,Analyst,40,State/province government,66000
Canada,Microsoft SQL Server,18,Full time employee,DBA,42,Private business,75000
United States,Microsoft SQL Server,12,Full time employee,Engineer,42,Private business,85000
Russia,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,20000
United Kingdom,Microsoft SQL Server,18,Full time employee,DBA,37,Private business,80000
Sweden,Microsoft SQL Server,7,Independent or freelancer or company owner,Developer: T-SQL,40,Private business,80000
United States,Microsoft SQL Server,22,Full time employee,Engineer,45,Private business,125000
United States,Microsoft SQL Server,23,Full time employee,Developer: T-SQL,45,Private business,100000
Bermuda,Microsoft SQL Server,12,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",45,Private business,120000
Brazil,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,50000
United States,Microsoft SQL Server,8,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,State/province government,100000
Italy,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,40000
United Kingdom,Microsoft SQL Server,20,Full time employee,Architect,38,Private business,50500
Denmark,Microsoft SQL Server,8,Full time employee,Architect,32,Private business,98304
Italy,Microsoft Access,17,Full time employee,Analyst,37,Private business,50000
United States,Microsoft SQL Server,6,Full time employee,DBA,40,Private business,93500
United States,Microsoft SQL Server,6,Full time employee,Analyst,50,Private business,68000
United States,Microsoft SQL Server,1,Full time employee,DBA,45,Private business,72000
United States,Microsoft SQL Server,10,Full time employee,Analyst,45,Private business,80000
United States,Microsoft SQL Server,9,Full time employee,Manager,45,Private business,148000
United States,Microsoft SQL Server,18,Full time employee,DBA,60,Private business,98000
United States,Microsoft SQL Server,1,Full time employee,Other,40,Private business,38500
United States,Oracle,12,Full time employee,DBA,50,State/province government,74000
United States,Microsoft SQL Server,19,Full time employee,DBA,50,Private business,107000
United States,Microsoft SQL Server,8,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,91400
United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,40,Federal government,36500
United States,Microsoft SQL Server,11,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",40,Private business,85000
United States,Microsoft SQL Server,11,Full time employee of a consulting/contracting company,Analyst,40,Private business,92000
United States,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,45,Private business,113000
United States,Microsoft SQL Server,2,Full time employee,DBA,45,Private business,112000
United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,105000
United States,Microsoft SQL Server,15,Full time employee,DBA,40,Private business,72000
United States,Microsoft SQL Server,4,Full time employee,Architect,40,Local government,92000
United States,Microsoft SQL Server,7,Full time employee,DBA,50,Private business,100000
United States,Microsoft SQL Server,17,Full time employee,DBA,48,Private business,127500
United States,Microsoft SQL Server,20,Full time employee,DBA,35,Local government,785000
United States,Microsoft SQL Server,18,Full time employee,Other,45,Local government,98000
United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,110000
United States,Microsoft SQL Server,16,Full time employee,DBA,40,Private business,125000
United States,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,40,Private business,72000
United States,Oracle,15,Full time employee,DBA,45,Private business,110000
South Africa,Microsoft SQL Server,4,Full time employee,DBA,36,Private business,43800
United States,Microsoft SQL Server,3,Full time employee,Manager,35,Private business,65000
United States,Microsoft SQL Server,4,Full time employee of a consulting/contracting company,Architect,45,Private business,135000
United States,Microsoft SQL Server,1,Full time employee,Developer: T-SQL,40,Private business,65000
United States,Microsoft SQL Server,15,Full time employee,DBA,50,Private business,121000
Finland,Microsoft SQL Server,2,Full time employee,DBA,37,Private business,26400
United States,Microsoft SQL Server,6,Full time employee,Analyst,50,Private business,88000
United States,Microsoft SQL Server,7,Full time employee,Architect,45,Private business,103000
Canada,Microsoft SQL Server,10,Full time employee,DBA,38,Private business,60000
United States,Microsoft SQL Server,25,Full time employee,Manager,45,Private business,162000
United States,Microsoft SQL Server,8,Full time employee,Architect,40,Private business,74000
United States,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",45,Private business,73000
United States,Microsoft SQL Server,14,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,115000
United States,Microsoft SQL Server,16,Full time employee,DBA,47,Private business,110000
Canada,Microsoft SQL Server,8,Full time employee,"Developer: App code (C#, JS, etc)",40,Private business,62000
United Kingdom,Microsoft SQL Server,13,Full time employee,DBA,45,Private business,63150
United States,Microsoft SQL Server,6,Full time employee,Engineer,45,Private business,90000
United States,Microsoft SQL Server,4,Full time employee,Other,45,Private business,45000
United States,Microsoft SQL Server,11,Full time employee,DBA,40,Private business,80000
United States,Microsoft SQL Server,16,Full time employee,Manager,60,Private business,92425
United States,Microsoft SQL Server,17,Full time employee,DBA,50,Private business,80000
United States,Microsoft SQL Server,18,Full time employee of a consulting/contracting company,Architect,40,Private business,156000
United States,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",60,Private business,110000
United States,Microsoft SQL Server,16,Full time employee,Developer: T-SQL,40,Private business,98000
United States,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",50,Private business,105000
Australia,Microsoft SQL Server,5,Full time employee,DBA,30,Private business,79000
United States,Microsoft SQL Server,20,Full time employee,DBA,42,Private business,78000
United States,Microsoft SQL Server,11,Full time employee of a consulting/contracting company,DBA,45,Private business,108000
United States,Microsoft SQL Server,18,Full time employee,DBA,40,Private business,135000
United States,Microsoft SQL Server,6,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",50,Private business,95000
United States,Microsoft SQL Server,5,Full time employee,DBA,50,Private business,88000
United States,Microsoft SQL Server,16,Full time employee,Architect,50,Private business,86000
United States,SAP,10,Full time employee,Architect,55,Local government,95000
United States,Microsoft SQL Server,6,Full time employee,DBA,50,Private business,111500
United States,Microsoft SQL Server,18,Full time employee,Manager,50,Private business,95500
Spain,Microsoft SQL Server,15,Independent or freelancer or company owner,"Developer: Business Intelligence (SSRS, PowerBI, etc)",50,Private business,90000
United States,Microsoft SQL Server,12,Full time employee,DBA,45,Private business,195000
United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,40,Private business,125000
