,Address,Bedrooms,Bathrooms,Sqm,Cost
2372,"Tuguegarao, Cagayan",3,2,66,6240000.0
2373,"Quezon City / QC, Metro Manila",3,3,115,4980000.0
2374,"Carcar, Cebu",2,1,63,1940000.0
2375,"Minglanilla, Cebu",4,3,135,7020000.0
2376,"Padre Garcia, Batangas",5,4,158,7570000.0
2377,"San Juan, Batangas",3,2,100,11500000.0
2378,"Biñan, Laguna",3,4,340,36800000.0
2379,"San Jose del Monte, Bulacan",3,2,104,5100000.0
2380,"Caloocan, Metro Manila",2,2,90,4030000.0000000005
2381,"Oton, Iloilo",3,1,42,2500000.0
2382,"Tandang Sora, Quezon City / QC, Metro Manila",8,5,380,22000000.0
2383,"Dasmariñas, Cavite",3,2,117,7390000.0
2384,"Carcar, Cebu",2,1,51,2920000.0
2385,"Antipolo, Rizal",4,3,145,7200000.0
2386,"Las Piñas, Metro Manila",6,6,480,55000000.0
2387,"Tuguegarao, Cagayan",3,2,66,6240000.0
2388,"Quezon City / QC, Metro Manila",3,3,115,4980000.0
2389,"Taytay, Rizal",5,5,312,35000000.0
2390,"Mactan, Lapu-Lapu, Cebu",4,3,156,14000000.0
2391,"Bacolor, Pampanga",4,3,169,6510000.0
2392,"Santa Maria, Bulacan",2,1,56,2009999.9999999998
2393,"Lapu-Lapu (Opon), Cebu",2,1,52,3500000.0
2394,"Carcar, Cebu",2,1,27,659000.0
2395,"Cebu City, Cebu",4,3,130,10500000.0
2396,"Silay, Negros Occidental",0,1,22,534000.0
2397,"Quezon City / QC, Metro Manila",3,3,298,21500000.0
2398,"Bacolod, Negros Occidental",2,2,53,5630000.0
2399,"San Jose del Monte, Bulacan",5,3,120,8790000.0
2400,"San Fernando, Pampanga",2,2,180,8000000.0
2401,"San Juan, Batangas",3,2,100,11500000.0
2402,"San Juan, Metro Manila",4,4,347,43600000.0
2403,"Tuguegarao, Cagayan",3,2,66,6240000.0
2404,"Quezon City / QC, Metro Manila",3,3,115,4980000.0
2405,"Cubao, Quezon City / QC, Metro Manila",3,4,120,10800000.0
2406,"Quezon City / QC, Metro Manila",5,3,270,20000000.0
2407,"Antipolo, Rizal",3,3,179,8100000.0
2408,"Cebu City, Cebu",3,2,93,5650000.0
2409,"Calamba, Laguna",0,1,32,1640000.0
2410,"Alabang, Muntinlupa, Metro Manila",3,2,161,16500000.0
2411,"Cabuyao, Laguna",2,1,42,1630000.0
2412,"Carcar, Cebu",2,1,27,659000.0
2413,"Cebu City, Cebu",4,3,130,10500000.0
2414,"Bacolod, Negros Occidental",3,1,42,1800000.0
2415,"Quezon City / QC, Metro Manila",3,2,93,5380000.0
2416,"General Santos (Dadiangas), South Cotabato",3,1,110,7780000.0
2417,"San Fernando, Pampanga",2,1,43,1150000.0
2418,"Commonwealth, Quezon City / QC, Metro Manila",3,2,250,23000000.0
2419,"Quezon City / QC, Metro Manila",10,8,500,35000000.0
2420,"Ormoc, Leyte",0,1,22,986896.0
2421,"Panglao, Bohol",3,1,56,3420000.0
2422,"Bacoor, Cavite",3,3,152,8800000.0
2423,"Quezon City / QC, Metro Manila",3,2,91,4030000.0000000005
2424,"Lipa, Batangas",3,3,80,3320000.0
2425,"Cebu City, Cebu",3,2,93,5650000.0
2426,"Calamba, Laguna",0,1,32,1640000.0
2427,"Cabuyao, Laguna",2,1,42,1630000.0
2428,"Alabang, Muntinlupa, Metro Manila",3,2,161,16500000.0
2429,"Bacolod, Negros Occidental",3,1,42,1800000.0
2430,"Lapu-Lapu (Opon), Cebu",3,2,160,5900000.0
2431,"Quezon City / QC, Metro Manila",3,2,93,5380000.0
2432,"San Fernando, Pampanga",2,1,43,1150000.0
2433,"Commonwealth, Quezon City / QC, Metro Manila",3,2,250,23000000.0
2434,"Quezon City / QC, Metro Manila",10,8,500,35000000.0
2435,"Ormoc, Leyte",0,1,22,986896.0
2436,"Panglao, Bohol",3,1,56,3420000.0
2437,"Tanza, Cavite",3,2,40,1790000.0
2438,"San Rafael, Bulacan",2,1,44,1150000.0
2439,"Naic, Cavite",2,1,55,2180000.0
2440,"Mabalacat, Pampanga",3,2,115,3850000.0
2441,"Angeles, Pampanga",4,3,240,15000000.0
2442,"San Fernando, Pampanga",3,1,77,2620000.0
2443,"Antipolo, Rizal",6,5,363,16000000.0
2444,"Las Piñas, Metro Manila",3,2,141,7960000.0
2445,"Marikina, Metro Manila",0,0,76,3670000.0
2446,"Malaybalay, Bukidnon",0,1,22,999000.0
2447,"Bacolor, Pampanga",3,2,110,4970000.0
2448,"Marikina, Metro Manila",0,0,76,3670000.0
2449,"Bacolor, Pampanga",3,2,110,4970000.0
2450,"Lipa, Batangas",3,2,123,7500000.0
2451,"Pasay, Metro Manila",5,2,100,3800000.0
2452,"Alfonso, Cavite",5,3,166,9750000.0
2453,"San Mateo, Rizal",4,3,184,10900000.0
2454,"Laurel, Batangas",0,0,134,5120000.0
2455,"Parañaque, Metro Manila",8,8,560,29000000.0
2456,"Lipa, Batangas",3,3,161,9930000.0
2457,"Pagadian, Zamboanga del Sur",2,1,42,1670000.0
2458,"Quezon City / QC, Metro Manila",3,3,100,5700000.0
2459,"Manila, Metro Manila",3,4,300,11800000.0
2460,"Lapu-Lapu (Opon), Cebu",3,1,48,3500000.0
2461,"Quezon City / QC, Metro Manila",5,4,312,21500000.0
2462,"Diliman, Quezon City / QC, Metro Manila",5,5,500,48800000.0
2463,"San Fernando, Pampanga",3,2,72,3800000.0
2464,"Parañaque, Metro Manila",3,3,230,25000000.0
2465,"Baguio City Economic Zone, Baguio, Benguet",5,3,600,25000000.0
2466,"Quezon City / QC, Metro Manila",3,2,350,25000000.0
2467,"Cainta, Rizal",3,2,145,7500000.0
2468,"Cebu City, Cebu",2,2,53,5870000.0
2469,"Bacolod, Negros Occidental",2,1,36,2870000.0
2470,"Palo, Leyte",2,1,42,2690000.0
2471,"Lapu-Lapu (Opon), Cebu",3,3,106,6600000.0
2472,"San Jose del Monte, Bulacan",4,3,101,7960000.0
2473,"Manila, Metro Manila",3,4,300,11800000.0
2474,"Lapu-Lapu (Opon), Cebu",3,1,48,3500000.0
2475,"Pasay, Metro Manila",5,2,100,3800000.0
2476,"Las Piñas, Metro Manila",3,3,177,32299999.999999996
2477,"Lipa, Batangas",3,3,161,9930000.0
2478,"Quezon City / QC, Metro Manila",3,3,100,5700000.0
2479,"Bacolod, Negros Occidental",2,1,36,2870000.0
2480,"San Juan, Metro Manila",4,5,330,42000000.0
2481,"Tagaytay, Cavite",5,5,209,62500000.0
2482,"Parañaque, Metro Manila",5,5,800,45000000.0
2483,"Marikina, Metro Manila",0,0,76,3670000.0
2484,"Quezon City / QC, Metro Manila",2,1,50,800000.0
2485,"Cainta, Rizal",4,3,260,16800000.0
2486,"Baguio City Economic Zone, Baguio, Benguet",5,3,600,25000000.0
2487,"Lapu-Lapu (Opon), Cebu",3,3,106,6600000.0
2488,"Mandaluyong, Metro Manila",5,5,70,24000000.0
2489,"Roxas City, Capiz",5,3,166,9000000.0
2490,"Cebu City, Cebu",4,3,150,8950000.0
2491,"Cebu City, Cebu",4,3,133,18800000.0
2492,"Novaliches, Quezon City / QC, Metro Manila",0,0,73,3300000.0
2493,"General Trias, Cavite",4,3,215,23900000.0
2494,"Cainta, Rizal",3,2,145,7500000.0
2495,"Cebu City, Cebu",2,2,53,5870000.0
2496,"Quezon City / QC, Metro Manila",2,1,50,800000.0
2497,"Cainta, Rizal",4,3,260,16800000.0
2498,"Tarlac City, Tarlac",4,3,83,6940000.0
2499,"Las Piñas, Metro Manila",3,3,237,36300000.0
2500,"Balanga, Bataan",5,3,166,8940000.0
2501,"Baguio City Economic Zone, Baguio, Benguet",5,3,600,25000000.0
2502,"Mactan, Lapu-Lapu, Cebu",5,4,480,20000000.0
2503,"Mandaluyong, Metro Manila",5,5,70,24000000.0
2504,"Quezon City / QC, Metro Manila",3,2,104,9170000.0
2505,"Roxas City, Capiz",5,3,166,9000000.0
2506,"Angeles, Pampanga",5,5,300,7800000.0
2507,"Lipa, Batangas",3,3,98,5970000.0
2508,"Antipolo, Rizal",3,2,230,12500000.0
2509,"Danao, Cebu",2,3,144,10800000.0
2510,"Cebu City, Cebu",4,3,150,8950000.0
2511,"Cebu City, Cebu",4,3,133,18800000.0
2512,"Clark, Angeles, Pampanga",6,5,350,30000000.0
2513,"Valenzuela, Metro Manila",0,0,393,7790000.0
2514,"Novaliches, Quezon City / QC, Metro Manila",0,0,73,3300000.0
2515,"General Trias, Cavite",4,3,215,23900000.0
2516,"Cainta, Rizal",3,2,145,7500000.0
2517,"San Jose del Monte, Bulacan",2,1,40,3190000.0
2518,"Baras, Rizal",0,1,24,1200000.0
2519,"Santa Rosa, Laguna",2,1,102,4230000.0
2520,"Santa Rosa, Laguna",2,1,102,4230000.0
2521,"Quezon City / QC, Metro Manila",3,2,110,25000000.0
2522,"Quezon City / QC, Metro Manila",0,0,404,12200000.0
2523,"Bay, Laguna",5,3,166,11300000.0
2524,"San Juan, Metro Manila",4,5,330,42000000.0
2525,"Calamba, Laguna",3,3,650,35000000.0
2526,"Bacolor, Pampanga",3,3,152,6230000.0
2527,"Cagayan de Oro, Misamis Oriental",2,1,46,4330000.0
2528,"Cainta, Rizal",5,5,218,13500000.0
2529,"Las Piñas, Metro Manila",3,3,177,32299999.999999996
2530,"Dasmariñas, Cavite",2,2,76,3600000.0
2531,"Quezon City / QC, Metro Manila",2,1,50,800000.0
2532,"Tagaytay, Cavite",5,5,209,62500000.0
2533,"Mexico, Pampanga",3,3,138,3700000.0
2534,"Cagayan de Oro, Misamis Oriental",4,3,80,4900000.0
2535,"Cebu City, Cebu",4,3,150,8950000.0
2536,"Cebu City, Cebu",4,3,133,18800000.0
2537,"Mexico, Pampanga",3,2,52,3480000.0
2538,"Roxas City, Capiz",5,3,166,9000000.0
2539,"Caloocan, Metro Manila",4,3,165,10200000.0
2540,"General Trias, Cavite",4,3,215,23900000.0
2541,"San Fernando, Pampanga",4,3,120,5650000.0
2542,"Mandaluyong, Metro Manila",5,5,70,24000000.0
2543,"Cabanatuan, Nueva Ecija",3,1,42,2240000.0
2544,"Lipa, Batangas",3,3,98,5970000.0
2545,"Antipolo, Rizal",3,2,230,12500000.0
2546,"Danao, Cebu",2,3,144,10800000.0
2547,"Mactan, Lapu-Lapu, Cebu",4,3,202,14200000.0
2548,"Parañaque, Metro Manila",4,4,780,35000000.0
2549,"General Trias, Cavite",2,1,30,2900000.0
2550,"Biñan, Laguna",3,2,90,5720000.0
2551,"Pulilan, Bulacan",2,2,52,6000000.0
2552,"Clark, Angeles, Pampanga",6,5,350,30000000.0
2553,"Calamba, Laguna",3,3,650,35000000.0
2554,"Las Piñas, Metro Manila",4,3,99,6950000.0
2555,"Tagum, Davao del Norte",4,3,85,6400000.0
2556,"Pilar, Bataan",0,1,22,999000.0
2557,"Carmona, Cavite",3,2,60,2100000.0
2558,"Cagayan de Oro, Misamis Oriental",2,1,46,4330000.0
2559,"Silang, Cavite",4,4,174,9700000.0
2560,"Cainta, Rizal",7,7,400,25800000.0
2561,"Santa Rosa, Laguna",3,4,265,36100000.0
2562,"Bay, Laguna",5,3,166,11300000.0
2563,"Valenzuela, Metro Manila",0,0,393,7790000.0
2564,"Cagayan de Oro, Misamis Oriental",4,3,80,4900000.0
2565,"San Jose del Monte, Bulacan",4,2,100,8400000.0
2566,"Mexico, Pampanga",3,2,52,3480000.0
2567,"Quezon City / QC, Metro Manila",3,2,110,25000000.0
2568,"Quezon City / QC, Metro Manila",0,0,404,12200000.0
2569,"Las Piñas, Metro Manila",3,3,140,6500000.0
2570,"Imus, Cavite",2,1,44,1770000.0
2571,"Bacoor, Cavite",5,3,97,8000000.0
2572,"Imus, Cavite",2,1,42,1690000.0
2573,"Taytay, Rizal",4,3,200,9500000.0
2574,"Silang, Cavite",5,3,168,20000000.0
2575,"Las Piñas, Metro Manila",5,4,316,49000000.0
2576,"Cavite Economic Zone, General Trias, Cavite",2,1,100,2600000.0
2577,"Antipolo, Rizal",4,2,210,9000000.0
2578,"Cebu City, Cebu",4,4,600,60000000.0
2579,"Bacolod, Negros Occidental",4,3,83,6680000.0
2580,"Malolos, Bulacan",3,2,76,4080000.0
2581,"San Juan, Metro Manila",3,3,280,21000000.0
2582,"Lapu-Lapu (Opon), Cebu",6,4,288,20000000.0
2583,"Cebu City, Cebu",3,3,115,6700000.0
2584,"Consolacion, Cebu",4,5,660,45000000.0
2585,"Cebu City, Cebu",4,3,170,11000000.0
2586,"Quezon City / QC, Metro Manila",0,0,112,6130000.0
2587,"San Ildefonso, Bulacan",5,3,100,7570000.0
2588,"Mactan, Lapu-Lapu, Cebu",4,3,130,4300000.0
2589,"Alfonso, Cavite",4,3,83,6400000.0
2590,"Cainta, Rizal",4,3,180,13500000.0
2591,"Bauan, Batangas",2,1,35,1560000.0
2592,"Cavite Economic Zone, General Trias, Cavite",2,1,100,2600000.0
2593,"Quezon City / QC, Metro Manila",4,5,380,42200000.0
2594,"Cebu City, Cebu",6,4,225,20000000.0
2595,"Biñan, Laguna",2,2,79,3000000.0
2596,"Bacolod, Negros Occidental",5,3,100,6390000.0
2597,"Manila, Metro Manila",4,4,145,11500000.0
2598,"Muntinlupa, Metro Manila",2,2,64,4620000.0
2599,"Porac, Pampanga",2,1,32,900000.0
2600,"Tuguegarao, Cagayan",2,1,46,3340000.0
2601,"Bauan, Batangas",2,1,35,1560000.0
2602,"Bulakan, Bulacan",2,1,36,2620000.0
2603,"Bulakan, Bulacan",2,1,40,4370000.0
2604,"Malolos, Bulacan",5,3,166,12100000.0
2605,"General Trias, Cavite",3,3,240,21700000.0
2606,"Tanauan, Batangas",3,1,51,1620000.0
2607,"Alfonso, Cavite",4,3,83,6400000.0
2608,"Malolos, Bulacan",3,2,76,4080000.0
2609,"Biñan, Laguna",2,1,71,3800000.0
2610,"Carcar, Cebu",2,1,31,2240000.0
2611,"Mactan, Lapu-Lapu, Cebu",4,3,130,4300000.0
2612,"General Trias, Cavite",3,2,54,3000000.0
2613,"Quezon City / QC, Metro Manila",5,4,220,12000000.0
2614,"Quezon City / QC, Metro Manila",5,4,185,11500000.0
2615,"Alfonso, Cavite",2,2,72,6870000.0
2616,"Antipolo, Rizal",3,2,86,4880000.0
2617,"General Trias, Cavite",3,2,54,3000000.0
2618,"Cavite City, Cavite",2,1,48,1700000.0
2619,"Alfonso, Cavite",2,2,72,6870000.0
2620,"Quezon City / QC, Metro Manila",5,4,220,12000000.0
2621,"Quezon City / QC, Metro Manila",5,4,185,11500000.0
2622,"Oton, Iloilo",3,1,42,2440000.0
2623,"Malolos, Bulacan",3,2,76,4080000.0
2624,"Trece Martires, Cavite",0,1,28,641500.0
2625,"Mactan, Lapu-Lapu, Cebu",4,3,130,4300000.0
2626,"Naic, Cavite",2,1,45,1400000.0
2627,"Ilagan, Isabela",3,3,155,15000000.0
2628,"Las Piñas, Metro Manila",3,2,211,43000000.0
2629,"Commonwealth, Quezon City / QC, Metro Manila",4,3,126,8900000.0
2630,"San Fernando, Pampanga",3,3,100,3700000.0
2631,"Cubao, Quezon City / QC, Metro Manila",4,4,249,24000000.0
2632,"Malolos, Bulacan",2,2,52,3020000.0
2633,"Imus, Cavite",4,3,160,12700000.0
2634,"Tandang Sora, Quezon City / QC, Metro Manila",4,3,220,18000000.0
2635,"Quezon City / QC, Metro Manila",4,4,160,13000000.0
2636,"Quezon City / QC, Metro Manila",3,3,54,4030000.0000000005
2637,"Las Piñas, Metro Manila",4,3,240,20000000.0
2638,"San Fernando, Pampanga",3,2,100,4500000.0
2639,"Silang, Cavite",4,4,176,9500000.0
2640,"Taguig, Metro Manila",3,3,209,51900000.0
2641,"Tanza, Cavite",2,1,44,2000000.0
2642,"Dasmariñas, Cavite",4,2,81,6500000.0
2643,"Lipa, Batangas",4,2,80,5050000.0
2644,"Parañaque, Metro Manila",5,4,450,41500000.0
2645,"Trece Martires, Cavite",0,1,28,641500.0
2646,"Imus, Cavite",2,1,41,2900000.0
2647,"Silang, Cavite",5,2,400,7800000.0
2648,"San Fernando, Pampanga",3,3,100,3700000.0
2649,"Plaridel, Bulacan",5,3,132,9240000.0
2650,"Oton, Iloilo",3,1,42,2440000.0
2651,"Las Piñas, Metro Manila",4,3,240,20000000.0
2652,"Cebu City, Cebu",6,6,300,45000000.0
2653,"Mabalacat, Pampanga",4,5,500,18000000.0
2654,"Carcar, Cebu",3,1,46,1990000.0
2655,"Las Piñas, Metro Manila",3,2,211,43000000.0
2656,"Antipolo, Rizal",4,4,355,12500000.0
2657,"Lipa, Batangas",4,3,99,7850000.0
2658,"Angeles, Pampanga",5,3,200,13000000.0
2659,"Bauan, Batangas",3,1,42,1670000.0
2660,"Quezon City / QC, Metro Manila",4,4,160,13000000.0
2661,"Tandang Sora, Quezon City / QC, Metro Manila",4,3,220,18000000.0
2662,"Imus, Cavite",4,3,258,12600000.0
2663,"Quezon City / QC, Metro Manila",3,3,54,4030000.0000000005
2664,"Silang, Cavite",4,4,176,9500000.0
2665,"New Manila, Quezon City / QC, Metro Manila",5,5,470,54800000.0
2666,"Plaridel, Bulacan",5,3,132,9240000.0
2667,"Silang, Cavite",5,2,400,7800000.0
2668,"Cebu City, Cebu",6,6,300,45000000.0
2669,"Las Piñas, Metro Manila",3,2,100,7600000.0
2670,"Indang, Cavite",2,1,100,4500000.0
2671,"San Pablo, Laguna",3,2,74,3410000.0
2672,"Parañaque, Metro Manila",5,4,450,41500000.0
2673,"Las Piñas, Metro Manila",2,2,46,3000000.0
2674,"Bauan, Batangas",0,1,22,1100000.0
2675,"Parañaque, Metro Manila",5,5,300,32799999.999999996
2676,"Antipolo, Rizal",3,2,99,6520000.0
2677,"Santa Rosa, Laguna",4,6,302,75100000.0
2678,"Baliuag, Bulacan",2,1,40,2560000.0
2679,"Taytay, Rizal",4,3,232,5500000.0
2680,"Dasmariñas, Cavite",4,2,81,6500000.0
2681,"Cebu City, Cebu",2,1,46,5310000.0
2682,"Imus, Cavite",4,3,258,12600000.0
2683,"Bacoor, Cavite",3,3,142,17300000.0
2684,"General Trias, Cavite",3,3,149,16800000.0
2685,"Parañaque, Metro Manila",4,5,400,27000000.0
2686,"Talisay, Cebu",3,1,128,1600000.0
2687,"Alaminos, Pangasinan",3,2,70,3000000.0
2688,"General Trias, Cavite",3,3,149,16800000.0
2689,"Tanza, Cavite",2,1,44,1800000.0
2690,"Bauan, Batangas",0,1,22,1100000.0
2691,"Marikina, Metro Manila",0,0,106,4300000.0
2692,"Bay, Laguna",2,1,50,4690000.0
2693,"Cauayan, Isabela",5,3,166,9550000.0
2694,"San Jose del Monte, Bulacan",3,3,120,8590000.0
2695,"Dasmariñas, Cavite",2,1,40,5740000.0
2696,"Parañaque, Metro Manila",4,3,560,27000000.0
2697,"Bacoor, Cavite",3,3,142,17300000.0
2698,"Cainta, Rizal",4,4,230,18000000.0
2699,"Cebu City, Cebu",4,4,450,33000000.0
2700,"Cebu City, Cebu",4,3,440,28000000.0
2701,"Talisay, Cebu",3,1,128,1600000.0
2702,"Parañaque, Metro Manila",5,6,367,37000000.0
2703,"Nuvali, Calamba, Laguna",4,4,370,40000000.0
2704,"Pili, Camarines Sur",2,1,44,1830000.0
2705,"Cainta, Rizal",4,3,180,15000000.0
2706,"San Jose del Monte, Bulacan",3,2,120,6450000.0
2707,"Lapu-Lapu (Opon), Cebu",2,1,46,8880000.0
2708,"Digos, Davao del Sur",4,2,200,6000000.0
2709,"Parañaque, Metro Manila",3,2,300,28000000.0
2710,"Quezon City / QC, Metro Manila",4,2,170,13500000.0
2711,"Las Piñas, Metro Manila",3,3,112,5450000.0
2712,"San Jose del Monte, Bulacan",3,3,500,6000000.0
2713,"Imus, Cavite",2,2,58,3600000.0
2714,"Cainta, Rizal",4,3,180,15000000.0
2715,"Bacolod, Negros Occidental",5,3,142,8210000.000000001
2716,"Pagadian, Zamboanga del Sur",3,1,42,2009999.9999999998
2717,"Pagadian, Zamboanga del Sur",3,1,42,2060000.0
2718,"Mandaluyong, Metro Manila",4,4,364,39500000.0
2719,"San Jose del Monte, Bulacan",6,3,198,6000000.0
2720,"Pagadian, Zamboanga del Sur",0,1,22,634000.0
2721,"Argao, Cebu",6,2,200,7500000.0
2722,"Commonwealth, Quezon City / QC, Metro Manila",5,7,400,29500000.0
2723,"Lapu-Lapu (Opon), Cebu",2,1,46,8880000.0
2724,"Liloan, Cebu",0,1,46,2060000.0
2725,"Tayabas, Quezon",0,1,22,1160000.0
2726,"Marikina, Metro Manila",0,0,125,11700000.0
2727,"Lipa, Batangas",4,3,80,6900000.0
2728,"Malolos, Bulacan",3,1,52,5940000.0
2729,"Las Piñas, Metro Manila",4,4,292,65000000.0
2730,"Biñan, Laguna",6,4,380,32000000.0
2731,"Valenzuela, Metro Manila",2,2,60,4230000.0
2732,"Diliman, Quezon City / QC, Metro Manila",5,5,280,25000000.0
2733,"Bulakan, Bulacan",2,1,50,4990000.0
2734,"Mactan, Lapu-Lapu, Cebu",5,4,300,25000000.0
2735,"Bacolod, Negros Occidental",5,3,166,9890000.0
2736,"Diliman, Quezon City / QC, Metro Manila",5,5,280,25000000.0
2737,"Bacolor, Pampanga",2,1,49,1690000.0
2738,"Digos, Davao del Sur",4,2,200,6000000.0
2739,"Las Piñas, Metro Manila",2,2,48,3780000.0
2740,"Las Piñas, Metro Manila",2,1,42,2720000.0
2741,"Lipa, Batangas",4,3,80,6900000.0
2742,"Biñan, Laguna",6,4,380,32000000.0
2743,"Talisay, Cebu",2,1,31,10500000.0
2744,"Bacolod, Negros Occidental",5,3,166,9890000.0
2745,"Parañaque, Metro Manila",5,5,240,18000000.0
2746,"Taytay, Rizal",3,4,200,15500000.0
2747,"Valenzuela, Metro Manila",2,2,60,4230000.0
2748,"Antipolo, Rizal",5,8,525,35000000.0
2749,"Antipolo, Rizal",5,5,280,17600000.0
2750,"Antipolo, Rizal",4,4,262,15000000.0
2751,"Cebu City, Cebu",4,4,500,35000000.0
2752,"Cubao, Quezon City / QC, Metro Manila",3,2,115,13000000.0
2753,"Rodriguez (Montalban), Rizal",2,1,38,2700000.0
2754,"San Fernando, La Union",4,2,100,3500000.0
2755,"Las Piñas, Metro Manila",4,3,264,51600000.0
2756,"Alabang, Muntinlupa, Metro Manila",7,7,750,235000000.0
2757,"Trece Martires, Cavite",2,1,30,1100000.0
2758,"Bulakan, Bulacan",2,2,53,5330000.0
2759,"Quezon City / QC, Metro Manila",5,6,1000,75000000.0
2760,"Rodriguez (Montalban), Rizal",2,1,38,2700000.0
2761,"Davao Park District, Davao City, Davao del Sur",3,3,100,8910000.0
2762,"Angeles, Pampanga",4,3,190,11200000.0
2763,"Angeles, Pampanga",3,2,93,4099999.9999999995
2764,"Pagadian, Zamboanga del Sur",3,1,42,2110000.0
2765,"Alabang, Muntinlupa, Metro Manila",7,7,750,235000000.0
2766,"Lipa, Batangas",3,1,150,5620000.0
2767,"Lipa, Batangas",2,2,50,3530000.0
2768,"Angeles, Pampanga",2,1,38,991000.0
2769,"Antipolo, Rizal",2,2,50,4120000.0
2770,"Antipolo, Rizal",4,3,150,17500000.0
2771,"General Trias, Cavite",2,1,44,2020000.0
2772,"Lipa, Batangas",3,2,78,3660000.0
2773,"Lapu-Lapu (Opon), Cebu",4,3,110,16900000.0
2774,"San Jose del Monte, Bulacan",3,3,120,8750000.0
2775,"Baliuag, Bulacan",2,1,44,2000000.0
2776,"Tagum, Davao del Norte",2,1,46,5460000.0
2777,"Naic, Cavite",2,1,40,1760000.0
2778,"Santa Rosa, Laguna",2,1,42,1850000.0
2779,"Cebu City, Cebu",4,3,155,25200000.0
2780,"Quezon City / QC, Metro Manila",3,5,200,28500000.0
2781,"Davao City, Davao del Sur",3,2,52,3190000.0
2782,"Dasmariñas, Cavite",6,7,500,30000000.0
2783,"Antipolo, Rizal",3,2,76,4810000.0
2784,"Antipolo, Rizal",3,2,76,4810000.0
2785,"Silang, Cavite",2,2,53,7120000.0
2786,"Santa Rosa, Laguna",2,1,42,1690000.0
2787,"Tanauan, Batangas",3,2,65,3030000.0
2788,"Quezon City / QC, Metro Manila",3,2,120,10300000.0
2789,"General Trias, Cavite",3,3,96,5220000.0
2790,"Cebu City, Cebu",2,1,46,6470000.0
2791,"Angeles, Pampanga",4,4,235,10300000.0
2792,"Lipa, Batangas",2,1,60,2930000.0
2793,"Lipa, Batangas",3,1,40,1550000.0
2794,"Santa Rosa, Laguna",3,2,85,8950000.0
2795,"Marikina, Metro Manila",6,6,514,42500000.0
2796,"Commonwealth, Quezon City / QC, Metro Manila",4,3,170,14200000.0
2797,"Dagupan, Pangasinan",3,3,110,5300000.0
2798,"Bacolod, Negros Occidental",2,1,36,2870000.0
2799,"Parañaque, Metro Manila",4,4,800,100000000.0
2800,"Cubao, Quezon City / QC, Metro Manila",4,5,249,24700000.0
2801,"Angeles, Pampanga",4,3,144,5620000.0
2802,"Cebu City, Cebu",4,4,450,40000000.0
2803,"Imus, Cavite",2,1,55,2570000.0
2804,"Consolacion, Cebu",3,3,250,28000000.0
2805,"Talisay, Cebu",6,4,286,28000000.0
2806,"Bacong, Negros Oriental",5,5,350,27000000.0
2807,"Magalang, Pampanga",3,3,81,3700000.0
2808,"Imus, Cavite",2,1,55,2570000.0
2809,"Imus, Cavite",2,1,44,2730000.0
2810,"Parañaque, Metro Manila",4,4,800,100000000.0
2811,"Mabalacat, Pampanga",4,3,225,12000000.0
2812,"Consolacion, Cebu",3,3,250,28000000.0
2813,"Talisay, Cebu",6,4,286,28000000.0
2814,"Quezon City / QC, Metro Manila",3,3,118,3740000.0
2815,"Magalang, Pampanga",3,3,81,3700000.0
2816,"Antipolo, Rizal",3,3,61,4800000.0
2817,"Marilao, Bulacan",3,3,147,6770000.0
2818,"Manila, Metro Manila",3,3,126,9200000.0
2819,"Cainta, Rizal",6,6,380,23000000.0
2820,"San Fernando, Pampanga",4,3,120,6500000.0
2821,"Marilao, Bulacan",3,2,94,4860000.0
2822,"Marilao, Bulacan",4,2,116,6010000.0
2823,"Binalbagan, Negros Occidental",2,1,35,1930000.0
2824,"Las Piñas, Metro Manila",4,6,286,70000000.0
2825,"Quezon City / QC, Metro Manila",4,4,332,34000000.0
2826,"Santo Tomas, Batangas",2,1,66,2710000.0
2827,"Las Piñas, Metro Manila",3,3,81,5080000.0
2828,"General Trias, Cavite",4,3,141,12200000.0
2829,"Antipolo, Rizal",4,3,350,18000000.0
2830,"Balanga, Bataan",3,3,185,8000000.0
2831,"Carcar, Cebu",5,3,97,8630000.0
2832,"Tanay, Rizal",6,5,600,18000000.0
2833,"Angeles, Pampanga",3,2,200,12500000.0
2834,"Marilao, Bulacan",3,2,94,4860000.0
2835,"Marilao, Bulacan",4,2,116,6010000.0
2836,"Binalbagan, Negros Occidental",2,1,35,1930000.0
2837,"Quezon City / QC, Metro Manila",4,4,332,34000000.0
2838,"Las Piñas, Metro Manila",3,3,81,5080000.0
2839,"Parañaque, Metro Manila",2,2,49,4490000.0
2840,"Carcar, Cebu",5,3,97,8630000.0
2841,"Bauan, Batangas",3,1,42,1960000.0
2843,"Baras, Rizal",2,1,36,561000.0
2844,"Tanza, Cavite",3,1,42,1700000.0
2845,"Cebu City, Cebu",5,4,191,10600000.0
2846,"Mandaluyong, Metro Manila",4,3,230,19000000.0
2847,"Bogo, Cebu",3,2,66,5660000.0
2848,"General Trias, Cavite",3,3,109,8870000.0
2849,"General Trias, Cavite",4,3,165,14000000.0
2850,"Las Piñas, Metro Manila",4,4,250,16000000.0
2851,"Bacoor, Cavite",3,2,96,4970000.0
2852,"Alaminos, Laguna",2,1,46,1030000.0
2853,"Imus, Cavite",4,4,234,10500000.0
2854,"Tagaytay, Cavite",3,4,300,25000000.0
