PropertyDescription,Address,Sqm
"For Sale Commercial 33,100 sqm. ","Dasmariñas, Cavite","₱ 12,000/sqm"
"For Sale Agricultural Farm 3,000 sqm. ","Lipa, Batangas","₱ 1,400/sqm"
"For Sale Agricultural Farm 1,004 sqm. ","Indang, Cavite","₱ 2,800/sqm"
"For Sale Residential Farm 1,000 sqm. ","Tiaong, Quezon",₱ 750/sqm
"For Sale Agro-Industrial Farm 1,870,000 sqm. ","Mabini, Pangasinan",₱ 150/sqm
"For Sale Residential Farm 1,720 sqm. ","Natividad, Pangasinan","₱ 4,941/sqm"
"For Sale Residential Farm 4,000 sqm. ","San Jose, Batangas","₱ 2,462/sqm"
For Sale Residential 600 sqm. ,"Alaminos, Pangasinan","₱ 1,333/sqm"
"For Sale Agricultural Farm 13,000 sqm. ","Carmen, Davao del Norte",₱ 230/sqm
For Sale Residential 275 sqm. ,"Carmona, Cavite","₱ 25,098/sqm"
"For Sale Agricultural Farm 25,564 sqm. ","Candaba, Pampanga",₱ 215/sqm
"For Sale Residential Farm 22,715 sqm. ","San Rafael, Bulacan",₱ 699/sqm
"For Sale Agricultural Farm 276,775 sqm. ","Albuera, Leyte",₱ 255/sqm
"For Sale Agricultural Farm 16,846 sqm. ","Cavinti, Laguna",₱ 593/sqm
"For Sale Agricultural Farm 112,380 sqm. ","San Ildefonso, Bulacan","₱ 1,500/sqm"
"For Sale Residential Farm 5,000 sqm. ","Tuy, Batangas",₱ 650/sqm
For Sale Residential 900 sqm. ,"Alfonso, Cavite","₱ 3,500/sqm"
For Sale Residential Farm 450 sqm. ,"Porac, Pampanga","₱ 2,500/sqm"
"For Sale Agro-Industrial Farm 2,830 sqm. ","Orani, Bataan","₱ 4,240/sqm"
"For Sale Agricultural Farm 3,000 sqm. ","Lipa, Batangas","₱ 1,600/sqm"
For Sale Commercial 216 sqm. ,"Manila, Metro Manila","₱ 138,888/sqm"
For Sale Residential 100 sqm. ,"Pililla, Rizal","₱ 3,798/sqm"
"For Sale Commercial 4,366 sqm. ","Amadeo, Cavite","₱ 6,500/sqm"
For Sale Residential 150 sqm. ,"Urdaneta, Pangasinan","₱ 7,500/sqm"
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite","₱ 3,500/sqm"
"For Sale Residential Farm 2,500 sqm. ","Trece Martires, Cavite","₱ 3,000/sqm"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 3,000/sqm"
"For Sale Raw Land 2,734 sqm. ","Tanay, Rizal","₱ 2,000/sqm"
For Sale Residential Farm 300 sqm. ,"Silang, Cavite","₱ 6,500/sqm"
"For Sale Commercial 90,573 sqm. ","Polomolok, South Cotabato","₱ 1,766/sqm"
For Sale Agricultural Farm 100 sqm. ,"Batangas City, Batangas","₱ 7,000/sqm"
"For Sale Agricultural Farm 56,000 sqm. ","Manolo Fortich, Bukidnon",₱ 250/sqm
For Sale Residential 192 sqm. ,"San Mateo, Rizal","₱ 22,000/sqm"
"For Sale Agricultural Farm 30,000 sqm. ","Siniloan, Laguna",₱ 500/sqm
"For Sale Commercial 200,000 sqm. ","Manila, Metro Manila","₱ 537,729/sqm"
For Sale Agricultural Farm 250 sqm. ,"Tanay, Rizal","₱ 2,998/sqm"
"For Sale Agricultural Farm 9,169 sqm. ","Alfonso, Cavite","₱ 2,500/sqm"
For Sale Residential 258 sqm. ,"Tagaytay, Cavite","₱ 11,767/sqm"
For Sale Residential 120 sqm. ,"Dasmariñas, Cavite","₱ 12,260/sqm"
"For Sale Agricultural Farm 17,796 sqm. ","Tagaytay, Cavite","₱ 6,921/sqm"
"For Sale Agricultural Farm 1,000 sqm. ","Tiaong, Quezon",₱ 800/sqm
"For Sale Residential Farm 3,569 sqm. ","Villasis, Pangasinan","₱ 3,642/sqm"
For Sale Residential 170 sqm. ,"Indang, Cavite","₱ 3,850/sqm"
"For Sale Agricultural Farm 72,000 sqm. ","Alfonso, Cavite","₱ 2,055/sqm"
For Sale Residential 100 sqm. ,"Indang, Cavite","₱ 3,300/sqm"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite","₱ 4,000/sqm"
For Sale Residential 78 sqm. ,"Malolos, Bulacan","₱ 10,300/sqm"
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite","₱ 3,500/sqm"
For Sale Residential Farm 650 sqm. ,"Alfonso, Cavite","₱ 4,500/sqm"
For Sale Residential Farm 207 sqm. ,"Amadeo, Cavite","₱ 6,000/sqm"
For Sale Residential 60 sqm. ,"San Juan, Batangas","₱ 26,766/sqm"
For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite","₱ 3,200/sqm"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite","₱ 3,200/sqm"
For Sale Residential Farm 650 sqm. ,"Alfonso, Cavite","₱ 4,500/sqm"
For Sale Residential 120 sqm. ,"Taytay, Rizal","₱ 23,520/sqm"
For Sale Residential 315 sqm. ,"Las Piñas, Metro Manila","₱ 76,190/sqm"
For Sale Agro-Industrial Farm 100 sqm. ,"Pililla, Rizal","₱ 4,500/sqm"
"For Sale Commercial 20,500 sqm. ","Santa Rosa, Laguna","₱ 54,878/sqm"
For Sale Residential 120 sqm. ,"Indang, Cavite","₱ 10,300/sqm"
For Sale Agricultural Farm 450 sqm. ,"Tuy, Batangas","₱ 1,522/sqm"
"For Sale Agricultural Farm 20,531 sqm. ","Tuy, Batangas","₱ 1,217/sqm"
For Sale Residential 120 sqm. ,"Calamba, Laguna","₱ 15,500/sqm"
For Sale Residential 336 sqm. ,"Calatagan, Batangas","₱ 29,303/sqm"
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite","₱ 5,760/sqm"
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite","₱ 3,500/sqm"
"For Sale Residential Farm 40,000 sqm. ","Baguio City Economic Zone, Baguio, Benguet","₱ 1,375/sqm"
For Sale Residential Farm 200 sqm. ,"Claveria, Misamis Oriental","₱ 2,000/sqm"
For Sale Residential Farm 120 sqm. ,"Amadeo, Cavite","₱ 8,000/sqm"
For Sale Residential 150 sqm. ,"Mendez (Mendez-Nuñez), Cavite","₱ 6,000/sqm"
For Sale Residential 494 sqm. ,"Laurel, Batangas","₱ 8,906/sqm"
"For Sale Residential Farm 2,848 sqm. ","Trece Martires, Cavite","₱ 4,915/sqm"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite","₱ 3,500/sqm"
For Sale Residential 299 sqm. ,"Muntinlupa, Metro Manila","₱ 33,444/sqm"
"For Sale Residential Farm 11,000 sqm. ","Amadeo, Cavite","₱ 2,200/sqm"
For Sale Memorial Lot 2 sqm. ,"Dasmariñas, Cavite","₱ 30,737/sqm"
"For Sale Agricultural Farm 30,000 sqm. ","Coron, Palawan","₱ 1,000/sqm"
"For Sale Raw Land 10,000 sqm. ","Alfonso, Cavite","₱ 2,000/sqm"
For Sale Memorial Lot 2 sqm. ,"Dasmariñas, Cavite","₱ 30,737/sqm"
For Sale Agricultural Farm 500 sqm. ,"Tanay, Rizal","₱ 4,000/sqm"
"For Sale Agricultural Farm 30,000 sqm. ","Coron, Palawan","₱ 1,000/sqm"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite","₱ 4,500/sqm"
For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite","₱ 5,000/sqm"
"For Sale Raw Land 10,000 sqm. ","Alfonso, Cavite","₱ 2,000/sqm"
For Sale Agricultural Farm 200 sqm. ,"Amadeo, Cavite","₱ 13,000/sqm"
"For Sale Residential Farm 11,000 sqm. ","Amadeo, Cavite","₱ 2,200/sqm"
For Sale Residential 120 sqm. ,"Tanauan, Batangas","₱ 10,080/sqm"
"For Sale Residential 2,933 sqm. ","Taguig, Metro Manila","₱ 28,000/sqm"
For Sale Residential 240 sqm. ,"Silang, Cavite","₱ 10,000/sqm"
For Sale Residential 115 sqm. ,"Silang, Cavite","₱ 20,000/sqm"
"For Sale Commercial 1,300 sqm. ","Angeles, Pampanga","₱ 40,000/sqm"
"For Sale Agricultural Farm 127,000 sqm. ","Baras, Rizal","₱ 3,000/sqm"
"For Sale Agro-Industrial Farm 90,000 sqm. ","Taguig, Metro Manila","₱ 5,500/sqm"
"For Sale Residential Farm 15,000 sqm. ","San Jose, Batangas","₱ 1,200/sqm"
"For Sale Residential Farm 21,000 sqm. ","Concepcion, Iloilo","₱ 1,500/sqm"
"For Sale Residential Farm 1,053 sqm. ","Indang, Cavite","₱ 3,200/sqm"
"For Sale Residential Farm 12,000 sqm. ","Baras, Rizal","₱ 1,700/sqm"
For Sale Residential 179 sqm. ,"Santa Rosa, Laguna","₱ 29,050/sqm"
For Sale Agricultural Farm 100 sqm. ,"Tanay, Rizal","₱ 3,000/sqm"
"For Sale Residential Farm 1,203 sqm. ","Antipolo, Rizal","₱ 7,000/sqm"
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 3,300/sqm"
For Sale Residential Farm 240 sqm. ,"Silang, Cavite","₱ 4,500/sqm"
For Sale Agricultural Farm 350 sqm. ,"Mabalacat, Pampanga","â‚± 3,714/sqm"
For Sale Residential 250 sqm. ,"San Fernando, Pampanga","â‚± 13,600/sqm"
"For Sale Agricultural Farm 9,894 sqm. ","San Jose, Batangas","â‚± 1,869/sqm"
"For Sale Agricultural Farm 13,770 sqm. ","Barili, Cebu",â‚± 363/sqm
"For Sale Agricultural Farm 30,000 sqm. ","Cavinti, Laguna",â‚± 800/sqm
For Sale Residential Farm 100 sqm. ,"Morong, Rizal","â‚± 3,600/sqm"
"For Sale Residential 3,300 sqm. ","Ballesteros, Cagayan",â‚± 909/sqm
For Sale Residential 423 sqm. ,"Tagaytay, Cavite","â‚± 55,172/sqm"
"For Sale Residential 1,288 sqm. ","Lipa, Batangas","â‚± 7,896/sqm"
For Sale Residential 215 sqm. ,"Mabalacat, Pampanga","â‚± 12,444/sqm"
For Sale Residential 249 sqm. ,"Consolacion, Cebu","â‚± 6,115/sqm"
"For Sale Agricultural Farm 17,791 sqm. ","Tagaytay, Cavite","â‚± 6,921/sqm"
"For Sale Residential Farm 1,000 sqm. ","Laguindingan, Misamis Oriental","â‚± 3,500/sqm"
For Sale Residential 92 sqm. ,"Trece Martires, Cavite","â‚± 7,608/sqm"
"For Sale Agricultural Farm 250,000 sqm. ","Bongabong, Oriental Mindoro",â‚± 72/sqm
"For Sale Residential Farm 5,304 sqm. ","Lipa, Batangas","â‚± 3,393/sqm"
For Sale Residential Farm 149 sqm. ,"Calamba, Laguna","â‚± 19,089/sqm"
For Sale Residential 99 sqm. ,"Silang, Cavite","â‚± 44,989/sqm"
For Sale Residential 88 sqm. ,"Bacoor, Cavite","â‚± 77,981/sqm"
For Sale Residential Farm 250 sqm. ,"Magallanes, Cavite","â‚± 3,500/sqm"
For Sale Residential 150 sqm. ,"San Jose del Monte, Bulacan","â‚± 16,500/sqm"
For Sale Residential Farm 500 sqm. ,"Pililla, Rizal","â‚± 1,500/sqm"
"For Sale Residential Farm 3,316 sqm. ","Silang, Cavite","â‚± 2,201/sqm"
"For Sale Agricultural Farm 820,000 sqm. ","Palayan, Nueva Ecija",â‚± 300/sqm
"For Sale Residential Farm 1,000 sqm. ","General Emilio Aguinaldo, Cavite","₱ 2,000/sqm"
For Sale Residential 451 sqm. ,"Nasugbu, Batangas","₱ 35,476/sqm"
For Sale Residential 120 sqm. ,"Pililla, Rizal","₱ 8,000/sqm"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 32,000/sqm"
"For Sale Agricultural Farm 170,000 sqm. ","Lian, Batangas",₱ 480/sqm
"For Sale Residential 1,659 sqm. ","Angeles, Pampanga","₱ 20,000/sqm"
"For Sale Agricultural Farm 30,000 sqm. ","Cuyapo, Nueva Ecija",₱ 400/sqm
"For Sale Commercial 2,000 sqm. ","Baras, Rizal","₱ 5,600/sqm"
"For Sale Residential Farm 1,000 sqm. ","Claveria, Misamis Oriental","₱ 1,000/sqm"
"For Sale Agricultural Farm 10,000 sqm. ","General Emilio Aguinaldo, Cavite",₱ 400/sqm
"For Sale Agricultural Farm 1,000 sqm. ","Indang, Cavite","₱ 2,500/sqm"
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 3,798/sqm"
For Sale Residential 120 sqm. ,"Lipa, Batangas","₱ 8,512/sqm"
"For Sale Agricultural Farm 1,000 sqm. ","Manolo Fortich, Bukidnon",₱ 750/sqm
For Sale Residential 120 sqm. ,"Dasmariñas, Cavite","₱ 7,000/sqm"
"For Sale Agricultural Farm 55,000 sqm. ","Alubijid, Misamis Oriental",₱ 50/sqm
For Sale Residential Farm 255 sqm. ,"Cavite City, Cavite","₱ 4,500/sqm"
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 6,500/sqm"
For Sale Residential 150 sqm. ,"Indang, Cavite","₱ 3,850/sqm"
For Sale Residential 100 sqm. ,"Indang, Cavite","₱ 5,500/sqm"
For Sale Residential 300 sqm. ,"Mendez (Mendez-Nuñez), Cavite","₱ 6,000/sqm"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 3,000/sqm"
"For Sale Others 3,000 sqm. ","San Juan, Batangas","₱ 1,666/sqm"
"For Sale Others 61,000 sqm. ","Tarlac City, Tarlac",₱ 655/sqm
For Sale Residential 120 sqm. ,"Nasugbu, Batangas","₱ 5,000/sqm"
"For Sale Residential Farm 31,000 sqm. ","Lipa, Batangas","₱ 1,693/sqm"
For Sale Residential 90 sqm. ,"Calamba, Laguna","₱ 26,811/sqm"
For Sale Residential 100 sqm. ,"Magdalena, Laguna","₱ 4,500/sqm"
For Sale Residential Farm 288 sqm. ,"Alfonso, Cavite","₱ 6,000/sqm"
For Sale Residential Farm 250 sqm. ,"Calaca, Batangas","₱ 3,800/sqm"
For Sale Residential 100 sqm. ,"Norzagaray, Bulacan","₱ 2,500/sqm"
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite","₱ 3,500/sqm"
For Sale Residential 940 sqm. ,"Talisay, Batangas","₱ 15,957/sqm"
"For Sale Agricultural Farm 22,000 sqm. ","Santa Maria, Bulacan","₱ 1,000/sqm"
For Sale Commercial 80 sqm. ,"General Trias, Cavite","₱ 12,949/sqm"
For Sale Residential 120 sqm. ,"Baras, Rizal","₱ 4,100/sqm"
For Sale Residential Farm 273 sqm. ,"Tiaong, Quezon","₱ 13,919/sqm"
For Sale Residential Farm 150 sqm. ,"Alfonso, Cavite","₱ 3,500/sqm"
For Sale Residential 120 sqm. ,"Santa Rosa, Laguna","₱ 20,000/sqm"
"For Sale Agricultural Farm 6,676 sqm. ","Malinao, Albay",₱ 224/sqm
"For Sale Agricultural Farm 18,920 sqm. ","Dolores, Quezon",₱ 528/sqm
For Sale Residential 100 sqm. ,"Silang, Cavite","₱ 15,500/sqm"
For Sale Residential 120 sqm. ,"San Mateo, Rizal","₱ 12,500/sqm"
For Sale Residential 300 sqm. ,"Antipolo, Rizal","₱ 26,666/sqm"
For Sale Residential 150 sqm. ,"Indang, Cavite","₱ 3,850/sqm"
"For Sale Commercial 5,000 sqm. ","San Fernando, Pampanga","₱ 30,000/sqm"
"For Sale Residential Farm 21,000 sqm. ","Bongabong, Oriental Mindoro",₱ 952/sqm
For Sale Residential 101 sqm. ,"Oton, Iloilo","₱ 28,108/sqm"
"For Sale Residential Farm 2,400 sqm. ","Lipa, Batangas","₱ 5,500/sqm"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 3,200/sqm"
For Sale Agricultural Farm 500 sqm. ,"Indang, Cavite","₱ 5,500/sqm"
"For Sale Agricultural Farm 10,842,962 sqm. ","San Pablo, Isabela",₱ 30/sqm
"For Sale Agricultural Farm 400,000 sqm. ","Echague, Isabela",₱ 80/sqm
"For Sale Agricultural Farm 101,572 sqm. ","Tarlac City, Tarlac",₱ 680/sqm
"For Sale Agricultural Farm 50,000 sqm. ","Nabunturan, Davao de Oro (Compostela Valley)",₱ 700/sqm
"For Sale Residential Farm 1,000,000 sqm. ","Quezon, Isabela",₱ 60/sqm
"For Sale Residential Farm 50,000 sqm. ","Indang, Cavite",₱ 900/sqm
"For Sale Residential Farm 6,429 sqm. ","Cebu City, Cebu",₱ 450/sqm
"For Sale Residential 100,000 sqm. ","Cagayan de Oro, Misamis Oriental","₱ 1,200/sqm"
For Sale Residential 150 sqm. ,"San Rafael, Bulacan","₱ 11,200/sqm"
"For Sale Residential 30,000 sqm. ","Kawit, Cavite","₱ 7,000/sqm"
"For Sale Commercial 4,003 sqm. ","Santa Barbara, Pangasinan","₱ 3,500/sqm"
For Sale Residential 107 sqm. ,"San Jose del Monte, Bulacan","₱ 9,000/sqm"
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 3,850/sqm"
"For Sale Raw Land 9,600 sqm. ","Alfonso, Cavite","₱ 2,500/sqm"
For Sale Residential 144 sqm. ,"Santa Rosa, Laguna","₱ 19,097/sqm"
"For Sale Agricultural Farm 1,187 sqm. ","Indang, Cavite","₱ 3,000/sqm"
For Sale Residential 37 sqm. ,"Pandi, Bulacan","₱ 9,841/sqm"
For Sale Residential 45 sqm. ,"San Jose del Monte, Bulacan","₱ 14,460/sqm"
"For Sale Commercial 64,702 sqm. ","Bocaue, Bulacan","₱ 15,000/sqm"
"For Sale Commercial 3,361 sqm. ","San Jose, Nueva Ecija","₱ 2,500/sqm"
"For Sale Agricultural Farm 20,000 sqm. ","Samal, Davao del Norte",₱ 500/sqm
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite","₱ 3,500/sqm"
"For Sale Residential 23,000 sqm. ","Lipa, Batangas","₱ 5,652/sqm"
For Sale Residential 120 sqm. ,"Pililla, Rizal","₱ 6,500/sqm"
"For Sale Commercial 3,038 sqm. ","Makati, Metro Manila","₱ 300,000/sqm"
"For Sale Agricultural Farm 15,000 sqm. ","Tanay, Rizal",₱ 850/sqm
"For Sale Residential Farm 2,000 sqm. ","Padre Garcia, Batangas","₱ 2,000/sqm"
"For Sale Residential Farm 11,560 sqm. ","Masinloc, Zambales",₱ 605/sqm
For Sale Residential 460 sqm. ,"Cainta, Rizal","₱ 15,000/sqm"
"For Sale Residential Farm 30,000 sqm. ","Tanay, Rizal","₱ 17,000/sqm"
For Sale Residential 120 sqm. ,"Plaridel, Bulacan","₱ 15,000/sqm"
For Sale Agricultural Farm 620 sqm. ,"Ligao, Albay",₱ 645/sqm
For Sale Agricultural Farm 50 sqm. ,"Pililla, Rizal","₱ 7,160/sqm"
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 5,000/sqm"
"For Sale Residential Farm 5,405 sqm. ","Santa Rita, Pampanga","₱ 3,300/sqm"
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite","₱ 4,500/sqm"
For Sale Commercial 238 sqm. ,"Makati, Metro Manila","₱ 201,680/sqm"
"For Sale Residential Farm 1,000 sqm. ","Angono, Rizal","₱ 15,000/sqm"
"For Sale Residential Farm 4,200 sqm. ","Mendez (Mendez-Nuñez), Cavite","₱ 10,000/sqm"
"For Sale Agricultural Farm 18,000 sqm. ","San Pablo, Laguna",₱ 361/sqm
"For Sale Agricultural Farm 41,625 sqm. ","Lucban, Quezon",₱ 576/sqm
For Sale Residential 566 sqm. ,"Nuvali, Calamba, Laguna","₱ 51,600/sqm"
"For Sale Residential Farm 36,312 sqm. ","Tanay, Rizal","₱ 3,304/sqm"
"For Sale Agricultural Farm 15,000 sqm. ","Tiaong, Quezon",₱ 333/sqm
"For Sale Agricultural Farm 44,689 sqm. ","San Ildefonso, Bulacan",₱ 500/sqm
For Sale Residential 396 sqm. ,"Antipolo, Rizal","₱ 18,000/sqm"
For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon","₱ 2,000/sqm"
"For Sale Commercial 83,330 sqm. ","Bauang, La Union","₱ 20,000/sqm"
"For Sale Residential Farm 1,000 sqm. ","Indang, Cavite","₱ 4,000/sqm"
For Sale Residential Farm 692 sqm. ,"Silang, Cavite","₱ 4,000/sqm"
For Sale Residential 500 sqm. ,"Tagaytay, Cavite","₱ 4,500/sqm"
For Sale Residential 200 sqm. ,"Mariveles, Bataan","₱ 20,000/sqm"
"For Sale Agricultural Farm 50,000 sqm. ","Cagayan de Oro, Misamis Oriental","₱ 8,500/sqm"
"For Sale Agricultural Farm 46,000 sqm. ","San Pablo, Laguna",₱ 700/sqm
For Sale Residential 274 sqm. ,"Calatagan, Batangas","₱ 15,000/sqm"
For Sale Residential 414 sqm. ,"Cagayan de Oro, Misamis Oriental","₱ 15,000/sqm"
"For Sale Agricultural Farm 24,100 sqm. ","Surallah, South Cotabato",₱ 74/sqm
"For Sale Agro-Industrial Farm 10,000 sqm. ","Pantabangan, Nueva Ecija",₱ 100/sqm
For Sale Residential 413 sqm. ,"Laurel, Batangas","₱ 12,000/sqm"
For Sale Residential 132 sqm. ,"Lipa, Batangas","₱ 19,984/sqm"
For Sale Residential 300 sqm. ,"Antipolo, Rizal","₱ 22,500/sqm"
"For Sale Residential Farm 10,000 sqm. ","General Emilio Aguinaldo, Cavite",₱ 700/sqm
For Sale Residential Farm 120 sqm. ,"Dasmariñas, Cavite","₱ 6,500/sqm"
"For Sale Agricultural Farm 41,621 sqm. ","San Antonio, Zambales","₱ 1,681/sqm"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 3,000/sqm"
For Sale Residential 150 sqm. ,"Baras, Rizal","₱ 9,500/sqm"
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 3,850/sqm"
For Sale Residential 119 sqm. ,"Magdalena, Laguna","₱ 4,500/sqm"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 3,000/sqm"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 3,000/sqm"
For Sale Residential 500 sqm. ,"Butuan, Agusan del Norte","₱ 1,960/sqm"
For Sale Residential 192 sqm. ,"Malolos, Bulacan","₱ 8,333/sqm"
For Sale Residential 311 sqm. ,"Binangonan, Rizal","₱ 11,736/sqm"
For Sale Residential 168 sqm. ,"Biñan, Laguna","₱ 36,309/sqm"
"For Sale Agricultural Farm 8,838 sqm. ","Dolores, Quezon",₱ 961/sqm
"For Sale Residential 1,613 sqm. ","Silang, Cavite","₱ 3,099/sqm"
For Sale Residential 80 sqm. ,"Naic, Cavite","₱ 5,000/sqm"
For Sale Residential 553 sqm. ,"Santa Maria, Bulacan","₱ 9,041/sqm"
"For Sale Agricultural Farm 15,000 sqm. ","Cagayan de Oro, Misamis Oriental",₱ 350/sqm
For Sale Residential 280 sqm. ,"Butuan, Agusan del Norte","₱ 3,571/sqm"
For Sale Agricultural Farm 729 sqm. ,"Indang, Cavite","₱ 2,500/sqm"
For Sale Residential 120 sqm. ,"Baliuag, Bulacan","₱ 8,166/sqm"
"For Sale Residential Farm 1,000 sqm. ","General Emilio Aguinaldo, Cavite","₱ 2,000/sqm"
"For Sale Agricultural Farm 17,000 sqm. ","Santa Maria, Laguna",₱ 382/sqm
For Sale Agricultural Farm 243 sqm. ,"Magallanes, Cavite","₱ 3,800/sqm"
For Sale Residential 120 sqm. ,"Silang, Cavite","₱ 6,500/sqm"
For Sale Residential 120 sqm. ,"Silang, Cavite","₱ 6,300/sqm"
For Sale Residential Farm 120 sqm. ,"Silang, Cavite","₱ 6,300/sqm"
For Sale Residential Farm 750 sqm. ,"Calamba, Laguna","₱ 7,800/sqm"
For Sale Residential 661 sqm. ,"Pagsanjan, Laguna","₱ 3,782/sqm"
"For Sale Residential Farm 1,527 sqm. ","Tagaytay, Cavite","₱ 6,483/sqm"
For Sale Residential 391 sqm. ,"Nasugbu, Batangas","₱ 20,204/sqm"
For Sale Residential Farm 120 sqm. ,"Indang, Cavite","₱ 4,500/sqm"
"For Sale Residential Farm 1,527 sqm. ","Tagaytay, Cavite","₱ 6,483/sqm"
For Sale Residential 222 sqm. ,"San Juan, Batangas","₱ 14,414/sqm"
For Sale Residential Farm 350 sqm. ,"Magallanes, Cavite","₱ 2,800/sqm"
"For Sale Agricultural Farm 60,900 sqm. ","Taysan, Batangas",₱ 213/sqm
For Sale Residential 50 sqm. ,"Lucban, Quezon","₱ 7,500/sqm"
For Sale Residential Farm 250 sqm. ,"General Emilio Aguinaldo, Cavite","₱ 2,800/sqm"
For Sale Agricultural Farm 250 sqm. ,"Indang, Cavite","₱ 4,300/sqm"
For Sale Residential 600 sqm. ,"Santa Rosa, Laguna","₱ 33,333/sqm"
For Sale Residential 50 sqm. ,"Tanay, Rizal","₱ 4,950/sqm"
"For Sale Raw Land 5,002 sqm. ","Butuan, Agusan del Norte",₱ 239/sqm
For Sale Commercial 365 sqm. ,"Naga, Camarines Sur","₱ 24,657/sqm"
For Sale Residential 123 sqm. ,"Malolos, Bulacan","₱ 11,749/sqm"
For Sale Residential Farm 100 sqm. ,"Tayabas, Quezon","₱ 2,500/sqm"
For Sale Agricultural Farm 350 sqm. ,"Magallanes, Cavite","₱ 3,500/sqm"
For Sale Others 500 sqm. ,"Tayabas, Quezon","₱ 1,500/sqm"
"For Sale Agricultural Farm 10,881 sqm. ","Baungon, Bukidnon",₱ 119/sqm
"For Sale Residential Farm 9,000 sqm. ","Carcar, Cebu","₱ 2,000/sqm"
"For Sale Agricultural Farm 1,967 sqm. ","Indang, Cavite","₱ 1,800/sqm"
"For Sale Residential Farm 10,000 sqm. ","San Jose del Monte, Bulacan","₱ 6,000/sqm"
For Sale Residential 262 sqm. ,"Santa Rosa, Laguna","₱ 63,041/sqm"
For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon","₱ 2,500/sqm"
For Sale Agricultural Farm 100 sqm. ,"Pililla, Rizal","₱ 2,600/sqm"
For Sale Residential 250 sqm. ,"Magallanes, Cavite","₱ 3,500/sqm"
"For Sale Residential Farm 12,000 sqm. ","Norzagaray, Bulacan",₱ 800/sqm
For Sale Agricultural Farm 100 sqm. ,"Tayabas, Quezon","₱ 2,500/sqm"
For Sale Agricultural Farm 300 sqm. ,"Indang, Cavite","₱ 2,800/sqm"
"For Sale Agricultural Farm 22,000 sqm. ","San Pablo, Laguna","₱ 1,200/sqm"
For Sale Residential Farm 400 sqm. ,"Indang, Cavite","₱ 3,000/sqm"
"For Sale Agricultural Farm 20,000 sqm. ","Morong, Rizal","₱ 2,500/sqm"
"For Sale Residential 3,048 sqm. ","Baliuag, Bulacan","₱ 11,811/sqm"
"For Sale Residential Farm 2,644 sqm. ","Santa Cruz, Laguna","₱ 4,000/sqm"
For Sale Residential 143 sqm. ,"Calamba, Laguna","₱ 10,000/sqm"
For Sale Residential 429 sqm. ,"Biñan, Laguna","₱ 35,000/sqm"
"For Sale Commercial 1,700 sqm. ","Biñan, Laguna","₱ 87,000/sqm"
"For Sale Residential Farm 23,133 sqm. ","Pandi, Bulacan","₱ 2,593/sqm"
"For Sale Residential Farm 70,000 sqm. ","Cavinti, Laguna",₱ 800/sqm
For Sale Memorial Lot 2 sqm. ,"General Santos (Dadiangas), South Cotabato","₱ 10,560/sqm"
"For Sale Agricultural Farm 63,000 sqm. ","Alegria, Surigao del Norte","₱ 1,000/sqm"
"For Sale Raw Land 33,403 sqm. ","Ligao, Albay",₱ 194/sqm
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 6,000/sqm"
"For Sale Agricultural Farm 280,000 sqm. ","Rosario, Batangas",₱ 90/sqm
"For Sale Agricultural Farm 17,000 sqm. ","San Pablo, Laguna",₱ 700/sqm
"For Sale Residential Farm 2,600 sqm. ","Dasmariñas, Cavite",₱ 253/sqm
"For Sale Others 1,369 sqm. ","Lingayen, Pangasinan","₱ 1,460/sqm"
For Sale Residential 280 sqm. ,"Trece Martires, Cavite","₱ 35,714/sqm"
For Sale Residential 912 sqm. ,"Angono, Rizal","₱ 7,760/sqm"
