,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,HoursWorkedPerWeek,EmploymentSector,SalaryUSD
1344,United Kingdom,Microsoft SQL Server,13,Full time employee,DBA,39,Private business,50000.0
1345,United Kingdom,Microsoft SQL Server,26,Independent,DBA,45,Private business,116000.0
1346,United States,Microsoft SQL Server,20,Full time employee,DBA,55,Private business,95000.0
1347,United States,Microsoft SQL Server,14,Independent,Architect,65,Private business,225000.0
1348,United States,Microsoft SQL Server,10,Full time employee,Manager,50,Private business,145000.0
1349,United States,Microsoft SQL Server,20,Full time employee,Developer,40,Private business,140000.0
1350,Finland,Other,1,Full time employee,Architect,40,Private business,74000.0
1351,United Kingdom,Microsoft SQL Server,14,Full time employee,Developer,35,Private business,44000.0
1352,United States,Microsoft SQL Server,20,Full time employee,Architect,30,Private business,143000.0
1353,Norway,Microsoft SQL Server,7,Full time employee,Developer,40,Private business,70000.0
1354,United States,Microsoft SQL Server,8,Full time employee,DBA,43,Private business,77000.0
1355,United States,Microsoft SQL Server,5,Full time employee,DBA,50,Private business,96500.0
1356,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Private business,63000.0
1357,United States,Microsoft SQL Server,10,Full time employee,Data Scientist,40,Private business,135000.0
1358,United States,Microsoft SQL Server,17,Full time employee,Developer,40,Private business,103000.0
1359,India,Microsoft SQL Server,4,Full time employee,DBA,48,Private business,20000.0
1360,Portugal,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,40000.0
1361,Canada,Microsoft SQL Server,20,Full time employee,DBA,40,Government,71000.0
1362,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,98000.0
1363,United States,Microsoft SQL Server,15,Full time employee,Engineer,45,Private business,84500.0
1364,United States,Microsoft SQL Server,9,Full time employee,DBA,45,Private business,120000.0
1365,United States,Microsoft SQL Server,22,Independent,Architect,50,Private business,240000.0
1366,United Kingdom,Microsoft SQL Server,16,Full time employee,Developer,42,Private business,55000.0
1367,United States,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,112000.0
1368,Romania,Microsoft SQL Server,5,Full time employee,Developer,40,Private business,27260.0
1369,United States,Microsoft SQL Server,11,Full time employee,Engineer,45,Government,145000.0
1370,United States,Microsoft SQL Server,1,Full time employee,DBA,40,Private business,60000.0
1371,United States,Microsoft SQL Server,5,Full time employee,Developer,40,Private business,95000.0
1372,Sweden,Microsoft SQL Server,5,Full time employee,Engineer,40,Private business,66300.0
1373,Argentina,Oracle,13,Full time employee,Developer,40,Private business,30000.0
1374,United States,Microsoft SQL Server,15,Full time employee,Manager,40,Private business,133000.0
1375,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,80000.0
1376,United States,Microsoft SQL Server,14,Full time employee,DBA,40,Private business,140000.0
1377,Switzerland,Microsoft SQL Server,6,Full time employee,Engineer,40,Private business,110000.0
1378,United States,Oracle,10,Full time employee,DBA,50,Private business,80000.0
1379,Switzerland,Microsoft SQL Server,18,Full time employee,Architect,40,Private business,155000.0
1380,Saudi Arabia,Microsoft SQL Server,6,Full time employee,DBA,8,Government,65000.0
1381,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,125000.0
1382,United States,Microsoft SQL Server,4,Full time employee,DBA,35,Private business,75000.0
1383,United Kingdom,Microsoft SQL Server,12,Full time employee,Developer,40,Private business,61000.0
1384,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,135000.0
1385,United Kingdom,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,42400.0
1386,Italy,Microsoft SQL Server,18,Independent,DBA,50,Private business,80000.0
1387,United States,Oracle,9,Full time employee,Architect,50,Private business,110000.0
1388,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,90000.0
1389,United States,Microsoft SQL Server,18,Full time employee,Developer,40,Private business,124000.0
1390,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Government,54000.0
1391,India,Microsoft SQL Server,8,Full time employee,DBA,45,Private business,17647.0
1392,United States,Microsoft SQL Server,9,Full time employee,DBA,40,Private business,101000.0
1393,United States,Microsoft SQL Server,4,Full time employee,DBA,45,Private business,68000.0
1394,United States,Microsoft SQL Server,3,Full time employee,DBA,44,Private business,131000.0
1395,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Private business,72000.0
1396,United States,Microsoft SQL Server,10,Full time employee,Other,45,Private business,135000.0
1397,United Kingdom,Microsoft SQL Server,5,Full time employee,DBA,35,Private business,55399.0
1398,United States,Microsoft SQL Server,10,Full time employee,Manager,60,Private business,130000.0
1399,United States,Microsoft SQL Server,11,Full time employee,Database Engineer,45,Private business,175000.0
1400,India,Microsoft SQL Server,9,Full time employee,DBA,40,Private business,90000.0
1401,Italy,Oracle,3,Full time employee,Data Scientist,60,Private business,45000.0
1402,United States,Microsoft SQL Server,9,Full time employee,DBA,40,Private business,90000.0
1403,United States,Microsoft SQL Server,6,Full time employee,DBA,45,Private business,90000.0
1404,United States,Microsoft SQL Server,15,Full time employee,DBA,45,Private business,132000.0
1405,Canada,Microsoft SQL Server,12,Independent,Developer,60,Private business,180000.0
1406,United States,Microsoft SQL Server,16,Full time employee,DBA,45,Private business,92000.0
1407,United States,Microsoft SQL Server,6,Full time employee,DBA,45,Private business,76000.0
1408,United States,Microsoft SQL Server,12,Full time employee,Architect,40,Private business,103000.0
1409,United States,Microsoft SQL Server,13,Full time employee,Architect,45,Private business,140000.0
1410,United States,Microsoft SQL Server,10,Full time employee,DBA,43,Private business,95000.0
1411,Slovenia,Microsoft SQL Server,13,Full time employee,Developer,50,Private business,21600.0
1412,United States,Microsoft SQL Server,7,Full time employee,Developer,42,Private business,106500.0
1413,United States,Microsoft SQL Server,12,Full time employee,DBA,35,Private business,101000.0
1414,United States,Microsoft SQL Server,10,Full time employee,Developer,40,Private business,90000.0
1415,United States,Microsoft SQL Server,18,Full time employee,DBA,60,Private business,110000.0
1416,United States,Microsoft SQL Server,4,Full time employee,Engineer,45,Private business,74351.0
1417,United Kingdom,Microsoft SQL Server,16,Full time employee,DBA,35,Private business,57000.0
1418,United Kingdom,Microsoft SQL Server,16,Full time employee,DBA,38,Government,51000.0
1419,United Kingdom,Microsoft SQL Server,20,Full time employee,Developer,40,Private business,65000.0
1420,United States,Microsoft SQL Server,10,Full time employee,Developer,50,Private business,120000.0
1421,United States,Microsoft SQL Server,15,Full time employee,Architect,40,Private business,84000.0
1422,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,115600.0
1423,United States,Microsoft SQL Server,20,Full time employee,DBA,40,Private business,110000.0
1424,United States,Microsoft SQL Server,16,Full time employee,DBA,45,Private business,125000.0
1425,Poland,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,43000.0
1426,United States,Microsoft SQL Server,5,Full time employee,DBA,42,Private business,64000.0
1427,United States,Oracle,30,Full time employee,DBA,35,Private business,120000.0
1428,United Kingdom,Microsoft SQL Server,1,Full time employee,DBA,38,Private business,40545.0
1429,United Kingdom,Microsoft SQL Server,20,Full time employee,DBA,39,Private business,75000.0
1430,United States,Microsoft SQL Server,5,Full time employee,Developer,41,Private business,96000.0
1431,United States,Microsoft SQL Server,2,Full time employee,Developer,42,Private business,73000.0
1432,United States,Microsoft SQL Server,3,Full time employee,DBA,40,Government,68000.0
1433,United States,Microsoft SQL Server,7,Full time employee,DBA,40,Government,72500.0
1434,United States,Microsoft SQL Server,14,Full time employee,DBA,40,Private business,104000.0
1435,Paraguay,Microsoft SQL Server,10,Full time employee,Developer,48,Private business,20000.0
1436,Switzerland,Microsoft SQL Server,4,Full time employee,Developer,40,Private business,130000.0
1437,United States,Microsoft SQL Server,10,Full time employee,Developer,80,Private business,88000.0
1438,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,80000.0
1439,United States,Microsoft SQL Server,2,Full time employee,Analyst,45,Private business,65000.0
1440,United States,Microsoft SQL Server,18,Full time employee,DBA,45,Private business,103000.0
1441,United States,Microsoft SQL Server,18,Full time employee,Analyst,40,Private business,78500.0
1442,United States,Microsoft SQL Server,1,Full time employee,Technician ,36,Private business,24000.0
1443,United States,Microsoft SQL Server,2,Full time employee,DBA,50,Private business,65000.0
1444,United States,Microsoft SQL Server,6,Full time employee,Developer,40,Private business,80000.0
1445,United States,Microsoft SQL Server,16,Full time employee,Analyst,40,Private business,72000.0
1446,United States,Microsoft SQL Server,6,Full time employee,DBA,60,Private business,59000.0
1447,Canada,Microsoft SQL Server,8,Full time employee,DBA,45,Private business,85000.0
1448,United States,Microsoft SQL Server,4,Full time employee,Analyst,40,Private business,74400.0
1449,United States,Oracle,1,Full time employee,DBA,40,Private business,69000.0
1450,United States,Microsoft SQL Server,21,Full time employee,Database Specialist,40,Government,79750.0
1451,United States,Microsoft SQL Server,2,Full time employee,DBA,40,Private business,61000.0
1452,Canada,Microsoft SQL Server,18,Full time employee,Developer,38,Government,60000.0
1453,United States,Microsoft SQL Server,2,Full time employee,Analyst,45,Private business,65000.0
1454,United States,Microsoft SQL Server,9,Full time employee,DBA,50,Private business,115000.0
1455,United States,Microsoft SQL Server,15,Full time employee,Analyst,45,Private business,91000.0
1456,United States,Microsoft SQL Server,15,Full time employee,Engineer,45,Private business,105000.0
1457,United States,Microsoft SQL Server,7,Full time employee,Manager,45,Private business,103000.0
1458,United States,Microsoft SQL Server,15,Full time employee,DBA,41,Government,95000.0
1459,Canada,Microsoft SQL Server,8,Full time employee,Developer,45,Government,68000.0
1460,United States,Microsoft SQL Server,8,Full time employee,Developer,40,Private business,87000.0
1461,United States,Oracle,5,Full time employee,DBA,40,Private business,120000.0
1462,United States,Microsoft SQL Server,5,Full time employee,DBA,40,Private business,50000.0
1463,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Government,111000.0
1464,United States,Microsoft SQL Server,5,Full time employee,DBA,45,Private business,125000.0
1465,United States,Microsoft SQL Server,3,Full time employee,Developer,50,Private business,60000.0
1466,United States,Microsoft SQL Server,15,Full time employee,Architect,55,Private business,200000.0
1467,United States,Microsoft SQL Server,4,Full time employee,Manager,42,Private business,73000.0
1468,United States,Microsoft SQL Server,2,Full time employee,Developer,40,Private business,56000.0
1469,Belgium,Microsoft SQL Server,2,Full time employee,Analyst,42,Private business,100000.0
1470,United States,Microsoft SQL Server,1,Full time employee,Engineer,40,Private business,38000.0
1471,United States,Microsoft SQL Server,12,Full time employee,DBA,40,Private business,135000.0
1472,United States,Microsoft SQL Server,17,Full time employee,DBA,55,Private business,140000.0
1473,Canada,Microsoft SQL Server,6,Full time employee,Developer,40,Private business,58000.0
1474,United States,Microsoft SQL Server,17,Full time employee,Developer,50,Private business,98000.0
1475,United States,Microsoft SQL Server,10,Full time employee,DBA,45,Government,88000.0
1476,United States,Microsoft SQL Server,5,Full time employee,DBA,45,Private business,82000.0
1477,United States,Other,1,Full time employee,Architect,40,Private business,180000.0
1478,United States,Microsoft SQL Server,5,Full time employee,DBA,42,Government,78000.0
1479,United States,Other,4,Full time employee,DBA,40,Private business,62000.0
1480,United States,Microsoft SQL Server,18,Full time employee,DBA,50,Private business,124000.0
1481,United States,Microsoft SQL Server,4,Full time employee,DBA,40,Private business,96000.0
1482,United States,Microsoft SQL Server,10,Full time employee,DBA,40,Private business,125000.0
1483,United Kingdom,Microsoft SQL Server,10,Independent,Architect,60,Private business,48000.0
1484,United States,Microsoft SQL Server,4,Full time employee,Developer,40,Government,59009.0
1485,Sweden,Microsoft SQL Server,18,Full time employee,DBA,42,Private business,65000.0
1486,United States,Microsoft SQL Server,8,Full time employee,Developer,45,Private business,85000.0
1487,United States,Microsoft SQL Server,3,Full time employee,Analyst,35,Private business,64000.0
